main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
G 155-42,282.0052876274804,-14.5808893631867,,GJ  4077,,,M2.5,2004AJ....128..463R,58.5351,0.0574,2018yCat.1345....0G,12.13,,2004AJ....128..463R,11.0134,0.0012,2018yCat.1345....0G,,,,11.738,0.05,2012yCat.1322....0Z,8.375,0.018,2003yCat.2246....0C
Ross 1026,205.0366310993362,43.7772062757926,,GJ  1174,,,M3.5Ve,2013AJ....145..102L,58.5132,0.1752,2018yCat.1345....0G,12.75,,1976PUSNO..24c...1D,11.4546,0.0019,2018yCat.1345....0G,10.08,,2002AJ....123.2806R,11.59,,2002AJ....123.2806R,8.599,0.018,2003yCat.2246....0C
LP  771-77,46.018723674834,-20.3785788061199,,GJ  3198,,,M4,2014MNRAS.443.2561G,58.5094,0.076,2018yCat.1345....0G,12.888,0.04,2012yCat.1322....0Z,11.534,0.0012,2018yCat.1345....0G,,,,12.527,0.06,2012yCat.1322....0Z,8.634,0.023,2003yCat.2246....0C
HD 111395,192.1960343572391,24.840227848043,HD 111395,GJ   486.1,HIP  62523,,G5V,,58.4809,0.0501,2018yCat.1345....0G,6.29,0.02,1997JApA...18..161Y,6.0983,4.0E-4,2018yCat.1345....0G,5.5,,2003AJ....125..984M,5.8,,2003AJ....125..984M,5.123,0.262,2003yCat.2246....0C
HD  65583,120.1338738122514,29.2123546225954,HD  65583,GJ   295,HIP  39157,,K0V_Fe-1.3,2003AJ....126.2048G,58.4791,0.045,2018yCat.1345....0G,7.0,,2002yCat.2237....0D,6.7639,2.0E-4,2018yCat.1345....0G,5.98,,2002yCat.2237....0D,6.4,,2002yCat.2237....0D,5.539,0.018,2003yCat.2246....0C
Ross 1051,226.0770993410453,60.3845872746099,,GJ  3890,HIP  73734,,M1V,1995AJ....110.1838R,58.4575,0.0296,2018yCat.1345....0G,10.93,0.07,2000A&A...355L..27H,10.1114,5.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,10.1,,2003AJ....125..984M,7.701,0.029,2003yCat.2246....0C
G   5-32,50.843410235219,11.6870449098906,,GJ  3221,,,M3.5V,2013AJ....145..102L,58.4512,0.0864,2018yCat.1345....0G,12.202,0.02,2012yCat.1322....0Z,11.0988,0.0022,2018yCat.1345....0G,9.6,,2003AJ....125..984M,11.84,0.05,2012yCat.1322....0Z,8.386,0.021,2003yCat.2246....0C
Wolf  944,326.7343455346276,46.6350633557463,,GJ  4219,,,M3.5,1985ApJS...59..197B,58.4369,0.0406,2018yCat.1345....0G,13.45,,2001KFNT...17e.409K,12.0898,6.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.065,0.07,2012yCat.1322....0Z,9.09,0.05,2003yCat.2246....0C
BD+45  4378,359.6812006710607,46.7290936826221,,GJ   913,HIP 118212,,K7V,1986AJ.....92..139S,58.4067,0.8984,2018yCat.1345....0G,9.62,,,8.8728,5.0E-4,2018yCat.1345....0G,8.0,,2003AJ....125..984M,8.8,,2003AJ....125..984M,6.659,0.029,2003yCat.2246....0C
G  43-2,147.2091681549979,15.6457978458902,,,,,M3.0V,2015A&A...577A.128A,58.349,0.0618,2018yCat.1345....0G,13.245,0.02,2012yCat.1322....0Z,12.0461,5.0E-4,2018yCat.1345....0G,,,,12.84,0.11,2012yCat.1322....0Z,9.303,0.022,2003yCat.2246....0C
HD  62613,119.0717836869487,80.2655429470217,HD  62613,GJ   290,HIP  38784,,G9,1985ApJS...59..197B,58.3088,0.0244,2018yCat.1345....0G,6.56,,,6.3603,2.0E-4,2018yCat.1345....0G,5.8,,2003AJ....125..984M,6.1,,2003AJ....125..984M,5.235,,2010PASP..122..885S
UCAC4 294-197036,278.8397398116039,-31.393978611315,,,,,M4e,2014MNRAS.443.2561G,58.2447,0.0807,2018yCat.1345....0G,,,,11.6112,0.0011,2018yCat.1345....0G,,,,12.735,0.06,2012yCat.1322....0Z,8.652,0.032,2003yCat.2246....0C
G 217-60,9.828899497013,55.13695174251,,,,,M3.5,1997PASP..109..849G,58.2398,0.0652,2018yCat.1345....0G,14.17,,1995GCTP..C......0V,12.8956,4.0E-4,2018yCat.1345....0G,11.4,,2003AJ....125..984M,13.4,,2003AJ....125..984M,10.021,0.02,2003yCat.2246....0C
G 235-55,151.9972204553603,69.2460282040492,,GJ  1131,,,M4,2004AJ....128..463R,58.2151,0.0562,2018yCat.1345....0G,14.33,,,13.0083,4.0E-4,2018yCat.1345....0G,11.54,,2004AJ....128..463R,13.12,,2004AJ....128..463R,10.096,0.023,2003yCat.2246....0C
L   88-43,28.4042300938193,-66.8927079949804,,,,,M3,2014MNRAS.443.2561G,58.1773,0.2053,2018yCat.1345....0G,11.675,0.01,2012yCat.1322....0Z,10.5959,5.0E-4,2018yCat.1345....0G,,,,11.351,0.02,2012yCat.1322....0Z,7.911,0.019,2003yCat.2246....0C
BD+81   465,212.0540892037149,80.5972756116989,,GJ   540,HIP  69064,,M3V,1986AJ.....92..139S,58.1724,0.0302,2018yCat.1345....0G,10.34,0.04,2000A&A...355L..27H,9.5195,9.0E-4,2018yCat.1345....0G,8.9,,2003AJ....125..984M,9.6,,2003AJ....125..984M,7.179,0.018,2003yCat.2246....0C
Ross  555,27.9528612330541,-10.8034687411031,,GJ    78,HIP   8691,,M3.5,1985ApJS...59..197B,58.1554,0.0521,2018yCat.1345....0G,11.791,,2010MNRAS.403.1949K,10.857,0.0013,2018yCat.1345....0G,9.585,,2010MNRAS.403.1949K,10.786,,2010MNRAS.403.1949K,8.375,0.023,2003yCat.2246....0C
HD 124642,213.4878265148564,30.2171872985343,HD 124642,GJ  3833,HIP  69526,,K3.5V,2003AJ....126.2048G,58.1145,0.0472,2018yCat.1345....0G,8.06,,,7.6666,4.0E-4,2018yCat.1345....0G,6.9,,2003AJ....125..984M,7.4,,2003AJ....125..984M,6.083,0.026,2003yCat.2246....0C
L  597-18,100.9194179648691,-26.41138058107,,,,,M3,2014MNRAS.443.2561G,58.0427,0.04,2018yCat.1345....0G,12.866,0.05,2012yCat.1322....0Z,11.6965,5.0E-4,2018yCat.1345....0G,,,,12.581,0.07,2012yCat.1322....0Z,8.905,0.026,2003yCat.2246....0C
G  77-46,50.445513049911,-6.6733937093117,,GJ  3218,,,M2V,1986AJ.....92..139S,58.04,0.0515,2018yCat.1345....0G,11.314,0.02,2012yCat.1322....0Z,10.352,7.0E-4,2018yCat.1345....0G,9.47,,2004AJ....128..463R,10.981,0.03,2012yCat.1322....0Z,7.857,0.026,2003yCat.2246....0C
UCAC4 226-198878,331.6695611633834,-44.9687582618718,,,,,M4.0,2007AJ....133.2825R,58.0221,0.202,2018yCat.1345....0G,14.433,0.04,2012yCat.1322....0Z,12.9188,0.0012,2018yCat.1345....0G,,,,13.997,0.2,2012yCat.1322....0Z,9.763,0.021,2003yCat.2246....0C
L  460-126,133.3693741839999,-39.4113805490915,,,,,M3,2014MNRAS.443.2561G,57.9253,0.0541,2018yCat.1345....0G,12.29,0.03,2012yCat.1322....0Z,11.2093,0.0012,2018yCat.1345....0G,8.34,,2011AJ....142...10B,11.878,0.03,2012yCat.1322....0Z,8.512,0.029,2003yCat.2246....0C
UCAC4 576-020498,88.2575888136299,25.1288014136813,,,,,M3.0Ve,2013AJ....145..102L,57.9007,0.0644,2018yCat.1345....0G,12.39,0.06,2012yCat.1322....0Z,11.2399,0.001,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.955,0.07,2012yCat.1322....0Z,8.552,0.032,2003yCat.2246....0C
LP  925-37,295.9658280793939,-32.4011271884578,,,,,M2,2014MNRAS.443.2561G,57.8959,0.0367,2018yCat.1345....0G,11.689,0.01,2012yCat.1322....0Z,10.6788,4.0E-4,2018yCat.1345....0G,9.372,,2008MNRAS.389..585C,11.276,0.04,2012yCat.1322....0Z,8.121,0.02,2003yCat.2246....0C
HD  47752,100.3154630298131,23.9577162078236,HD  47752,GJ   241,HIP  32010,,K3.5V,2010MNRAS.403.1949K,57.8889,0.0499,2018yCat.1345....0G,8.056,,2010MNRAS.403.1949K,7.7333,4.0E-4,2018yCat.1345....0G,6.93,,2010MNRAS.403.1949K,7.441,,2010MNRAS.403.1949K,6.169,0.026,2003yCat.2246....0C
L  591-70,69.2342985969244,-29.0577023769781,,GJ  3303,,,M3.5,1985ApJS...59..197B,57.8847,0.0427,2018yCat.1345....0G,13.693,0.02,2012yCat.1322....0Z,12.4544,3.0E-4,2018yCat.1345....0G,11.05,,2008MNRAS.389..585C,13.405,0.05,2012yCat.1322....0Z,9.627,0.023,2003yCat.2246....0C
HD  67199,120.6299466805382,-66.0209388431651,HD  67199,GJ  3476,HIP  39342,,K2Vk:,2006AJ....132..161G,57.8823,0.0356,2018yCat.1345....0G,7.166,,2010MNRAS.403.1949K,6.9215,3.0E-4,2018yCat.1345....0G,6.259,,2010MNRAS.403.1949K,6.685,,2010MNRAS.403.1949K,5.647,0.019,2003yCat.2246....0C
UCAC4 165-010151,107.4069015482485,-57.0617031288434,,,,,M4,,57.879,0.0669,2018yCat.1345....0G,13.65,0.02,2012yCat.1322....0Z,12.1912,4.0E-4,2018yCat.1345....0G,,,,13.315,0.12,2012yCat.1322....0Z,9.254,0.024,2003yCat.2246....0C
G 136-72,227.52007001645376,19.357633988833335,,GJ  3893,,,M4.27,2015ApJ...802L..10T,57.8644,0.0862,2018yCat.1345....0G,13.419,0.03,2012yCat.1322....0Z,12.0326,5.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.031,0.09,2012yCat.1322....0Z,9.056,0.022,2003yCat.2246....0C
LTT  8096,306.9056274716826,-54.8831146370383,,,,,M4,2014MNRAS.443.2561G,57.7752,0.0654,2018yCat.1345....0G,,,,11.5528,0.001,2018yCat.1345....0G,,,,12.363,0.06,2012yCat.1322....0Z,8.767,0.035,2003yCat.2246....0C
HD  94765,164.1283305183821,7.3884746641671,HD  94765,GJ  3633,HIP  53486,,K0V,,57.7619,0.0343,2018yCat.1345....0G,7.379,0.064,2012AcA....62...67K,7.0991,5.0E-4,2018yCat.1345....0G,6.442,0.073,2012AcA....62...67K,6.815,,2010MNRAS.403.1949K,5.739,0.019,2003yCat.2246....0C
Wolf 1450,82.4667589113033,-3.4416857077053002,,"GJ   204.2,GJ  9182",,,M3,2014MNRAS.443.2561G,57.7585,0.0767,2018yCat.1345....0G,12.051,0.02,2012yCat.1322....0Z,10.94,0.0015,2018yCat.1345....0G,9.6,,2008MNRAS.389..585C,11.675,0.06,2012yCat.1322....0Z,8.276,0.021,2003yCat.2246....0C
* iot Hor,40.639443682844174,-50.80029339504166,HD  17051,GJ   108,HIP  12653,,F8V,2006A&A...460..695T,57.7143,0.0537,2018yCat.1345....0G,5.4,,,5.2242,0.0016,2018yCat.1345....0G,,,,,,,4.75,0.26,2003yCat.2246....0C
G  21-13,276.0216181112958,1.6878183545460002,,GJ  4056,,,M2.5Ve,2013AJ....145..102L,57.6593,0.0418,2018yCat.1345....0G,11.863,0.03,2012yCat.1322....0Z,10.862,5.0E-4,2018yCat.1345....0G,9.6,,2003AJ....125..984M,11.461,0.02,2012yCat.1322....0Z,8.297,0.021,2003yCat.2246....0C
* q01 Eri,25.622145342716248,-53.74083087924167,HD  10647,GJ  3109,HIP   7978,,F9V,1989ApJS...71..245K,57.6556,0.0737,2018yCat.1345....0G,5.52,,,5.3549,0.0013,2018yCat.1345....0G,,,,,,,4.79,0.23,2003yCat.2246....0C
UCAC4 501-008649,72.1974697791044,10.0507393329107,,,,,M3.0V,2013AJ....145..102L,57.6443,0.2221,2018yCat.1345....0G,12.087,0.03,2012yCat.1322....0Z,10.9124,7.0E-4,2018yCat.1345....0G,,,,11.735,0.05,2012yCat.1322....0Z,8.127,0.023,2003yCat.2246....0C
CD-36   491,19.3142039975576,-35.7158925433321,,GJ  1036,HIP   6005,,M2.5V,2006AJ....132..161G,57.485,0.0402,2018yCat.1345....0G,11.284,,2010MNRAS.403.1949K,10.3101,6.0E-4,2018yCat.1345....0G,9.05,,2010MNRAS.403.1949K,10.264,,2010MNRAS.403.1949K,7.845,0.021,2003yCat.2246....0C
LP  768-712,26.7820157529502,-14.412247350622,,,,,M3.0,2005A&A...442..211S,57.4283,0.0743,2018yCat.1345....0G,13.217,0.03,2012yCat.1322....0Z,11.9945,6.0E-4,2018yCat.1345....0G,10.605,,2008MNRAS.389..585C,12.851,0.07,2012yCat.1322....0Z,9.206,0.02,2003yCat.2246....0C
* g Lup,235.29740413375,-44.661206336944446,HD 139664,GJ   594,HIP  76829,,F3/5V,1978MSS...C02....0H,57.35,0.16,2007A&A...474..653V,4.64,,,4.4891,0.0036,2018yCat.1345....0G,,,,,,,4.023,0.286,2003yCat.2246....0C
V* CQ Tuc,1.5799386775935,-65.8405326816446,,GJ  3006,HIP    523,,M4V,1974PhDT........10S,57.3441,0.0663,2018yCat.1345....0G,12.174,,2010MNRAS.403.1949K,11.1029,0.0016,2018yCat.1345....0G,9.781,,2010MNRAS.403.1949K,11.106,,2010MNRAS.403.1949K,8.479,0.029,2003yCat.2246....0C
2MASS J20333668-2120096,308.4028154705292,-21.3361404760248,,,,,M2.0,2007AJ....133.2825R,57.3319,0.1129,2018yCat.1345....0G,,,,11.4625,0.0014,2018yCat.1345....0G,,,,11.57,,2007AJ....133.2825R,8.826,0.027,2003yCat.2246....0C
BD+45  2688,274.129526524418,45.557853335804,,GJ   709,HIP  89560,,M0V,1986AJ.....92..139S,57.3252,0.0203,2018yCat.1345....0G,10.257,0.04,2012yCat.1322....0Z,9.5131,4.0E-4,2018yCat.1345....0G,8.9,,2003AJ....125..984M,9.767,0.02,2012yCat.1322....0Z,7.264,0.03,2003yCat.2246....0C
Ross 1063,293.4143426607819,39.5268390119918,,GJ  4113,,,M2V,1986AJ.....92..139S,57.2855,0.1081,2018yCat.1345....0G,11.39,0.12,2000A&A...355L..27H,10.6886,5.0E-4,2018yCat.1345....0G,9.39,,2004AJ....128..463R,11.175,0.04,2012yCat.1322....0Z,8.12,0.02,2003yCat.2246....0C
LP  455-12,304.6856654970532,15.8461781016914,,GJ  4143,,,M2.5Ve,2013AJ....145..102L,57.2656,0.0452,2018yCat.1345....0G,11.751,0.01,2012yCat.1322....0Z,10.7592,6.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.319,0.04,2012yCat.1322....0Z,8.174,0.023,2003yCat.2246....0C
HD 193664,304.3805345030912,66.853689331402,HD 193664,GJ   788,HIP 100017,,G3V,2011ARep...55...31S,57.2564,0.0371,2018yCat.1345....0G,5.93,,,5.7519,7.0E-4,2018yCat.1345....0G,5.3,,2003AJ....125..984M,5.6,,2003AJ....125..984M,4.879,0.037,2003yCat.2246....0C
Ross   19,34.7625378120192,35.3551672971359,,GJ    94,,,M3.5Ve,2013AJ....145..102L,57.2495,0.0871,2018yCat.1345....0G,12.562,0.08,2012yCat.1322....0Z,11.3954,7.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.25,0.07,2012yCat.1322....0Z,8.662,0.027,2003yCat.2246....0C
*  37 Gem,103.8277779386131,25.3756955006603,HD  50692,GJ   252,HIP  33277,,G0V,2003AJ....126.2048G,57.2425,0.1005,2018yCat.1345....0G,5.748,0.009,2000A&A...355L..27H,5.584,0.0013,2018yCat.1345....0G,,,,,,,4.913,0.276,2003yCat.2246....0C
* rho CrB,240.26108668845416,33.30351173487027,HD 143761,"GJ   606.2,GJ  9537",HIP  78459,WDS J16010+3318A,G0+VaFe-1,1989ApJS...71..245K,57.2216,0.0782,2018yCat.1345....0G,5.41,0.05,2009ApJ...694.1085V,5.2094,0.0016,2018yCat.1345....0G,4.8,,2003AJ....125..984M,5.0,,2003AJ....125..984M,4.09,0.24,2003yCat.2246....0C
HD  35650,81.1257071391423,-38.9696517534358,HD  35650,,HIP  25283,,K6V,2006A&A...460..695T,57.2104,0.0281,2018yCat.1345....0G,9.054,0.041,2012AcA....62...67K,8.5263,0.0011,2018yCat.1345....0G,7.577,0.019,2012AcA....62...67K,8.293,,2010MNRAS.403.1949K,6.702,0.018,2003yCat.2246....0C
G 224-57,228.6939362,64.5626495,,,,,M3.5V,2015A&A...577A.128A,57.2,0.9,2014ApJ...784..156D,14.06,0.05,2012yCat.1322....0Z,12.7303,0.002,2018yCat.1345....0G,11.2,,2004AJ....128..463R,13.65,0.13,2012yCat.1322....0Z,9.785,0.02,2003yCat.2246....0C
LP  831-68,49.1992241116237,-21.4239093076379,,,,,M1.5,2004AJ....128..463R,57.1901,0.0452,2018yCat.1345....0G,11.04,0.02,2012yCat.1322....0Z,10.071,0.001,2018yCat.1345....0G,,,,10.72,0.02,2012yCat.1322....0Z,7.608,0.02,2003yCat.2246....0C
UCAC4 704-119624,358.7353315194577,50.6041154567599,,,,,M3.0Ve,2013AJ....145..102L,57.1707,0.0453,2018yCat.1345....0G,,,,11.5424,9.0E-4,2018yCat.1345....0G,,,,12.296,0.06,2012yCat.1322....0Z,8.798,0.018,2003yCat.2246....0C
HD 148467,246.9871134875884,7.305443665335,HD 148467,GJ   626,HIP  80644,,K6V,2003AJ....126.2048G,57.0479,0.0414,2018yCat.1345....0G,8.85,0.014,2000A&A...355L..27H,8.3327,2.0E-4,2018yCat.1345....0G,,,,8.852,0.07,2012yCat.1322....0Z,6.551,0.024,2003yCat.2246....0C
* e Vir,199.19381732999628,9.424157557205,HD 115383,GJ   504,HIP  64792,WDS J13168+0925A,G0V,2010A&A...522A..81A,57.0186,0.2524,2018yCat.1345....0G,5.22,,,5.001,0.0029,2018yCat.1345....0G,4.5,,2003AJ....125..984M,4.8,,2003AJ....125..984M,4.39,0.28,2003yCat.2246....0C
GSC 04160-00286,179.4575278975229,66.5622307913217,,,,,M4.0,2007AJ....133.2825R,57.0103,0.0515,2018yCat.1345....0G,15.0,,,13.4258,6.0E-4,2018yCat.1345....0G,,,,13.83,,2007AJ....133.2825R,10.232,0.021,2003yCat.2246....0C
L   63-18,133.7697485067677,-71.5966590692355,,GJ  3521,,,M3.5,,56.9846,0.0533,2018yCat.1345....0G,14.5,,,13.1136,6.0E-4,2018yCat.1345....0G,,,,,,,10.165,0.023,2003yCat.2246....0C
L  671-20,106.8455052085331,-21.4575851769122,,GJ  2055,HIP  34361,,M2V:,2010MNRAS.403.1949K,56.9825,0.0389,2018yCat.1345....0G,11.081,,2010MNRAS.403.1949K,10.1364,4.0E-4,2018yCat.1345....0G,8.867,,2010MNRAS.403.1949K,10.092,,2010MNRAS.403.1949K,7.628,0.026,2003yCat.2246....0C
G   8-31,65.746922492245,25.9873015739779,,,,,M4.0V,2015A&A...577A.128A,56.9815,0.0589,2018yCat.1345....0G,14.13,0.01,2012yCat.1322....0Z,12.7135,3.0E-4,2018yCat.1345....0G,11.2,,2003AJ....125..984M,14.068,0.06,2012yCat.1322....0Z,9.645,0.021,2003yCat.2246....0C
Ross  588,56.9920760781174,2.7878194806941,,"GJ  9133,GJ   155.1",HIP  17743,,M0V,1986AJ.....92..139S,56.9576,0.0453,2018yCat.1345....0G,11.044,,2010MNRAS.403.1949K,10.2273,4.0E-4,2018yCat.1345....0G,9.059,,2010MNRAS.403.1949K,10.086,,2010MNRAS.403.1949K,7.964,0.026,2003yCat.2246....0C
L   87-2,14.3020079166605,-64.2566501693408,,,,,M4e,2014MNRAS.443.2561G,56.9575,0.0367,2018yCat.1345....0G,12.398,0.037,2014AJ....148...81M,11.1946,8.0E-4,2018yCat.1345....0G,,,,12.142,0.06,2012yCat.1322....0Z,8.403,0.018,2003yCat.2246....0C
LP  932-81,342.1599424019474,-31.1446425593403,,,,,M3,2014MNRAS.443.2561G,56.9462,0.6167,2018yCat.1345....0G,12.356,0.01,2012yCat.1322....0Z,11.1731,0.0014,2018yCat.1345....0G,9.804,,2008MNRAS.389..585C,12.006,0.07,2012yCat.1322....0Z,8.41,0.027,2003yCat.2246....0C
*  10 CVn,191.2475211138082,39.2789161990675,HD 110897,GJ   484,HIP  62207,,F9V_Fe-0.3,2003AJ....126.2048G,56.9309,0.073,2018yCat.1345....0G,5.95,,2002yCat.2237....0D,5.7853,7.0E-4,2018yCat.1345....0G,5.12,,2002yCat.2237....0D,5.41,,2002yCat.2237....0D,4.89,,2002yCat.2237....0D
HD  25004,59.1515848907585,-41.3435694353512,HD  25004,GJ  1066,HIP  18450,,K6Vk:,2006AJ....132..161G,56.9195,0.0257,2018yCat.1345....0G,8.847,,2010MNRAS.403.1949K,8.3704,4.0E-4,2018yCat.1345....0G,7.472,,2010MNRAS.403.1949K,8.099,,2010MNRAS.403.1949K,6.599,0.02,2003yCat.2246....0C
Wolf  534,214.7958915788283,-7.30330805563,,"GJ  9478,GJ   543",,,M3,1985ApJS...59..197B,56.8905,0.0825,2018yCat.1345....0G,13.38,,1995GCTP..C......0V,12.3341,6.0E-4,2018yCat.1345....0G,,,,13.178,0.1,2012yCat.1322....0Z,9.665,0.026,2003yCat.2246....0C
CD-46    76,5.3317491193017,-45.7464190295317,,"GJ  9010,GJ    17.1",HIP   1696,,M1V,1974PhDT........10S,56.8562,0.0315,2018yCat.1345....0G,10.394,,2010MNRAS.403.1949K,9.6286,4.0E-4,2018yCat.1345....0G,8.49,,2010MNRAS.403.1949K,9.456,,2010MNRAS.403.1949K,7.412,0.021,2003yCat.2246....0C
Ross  268,331.5942396177295,17.37243635468,,,,,M3.5Ve,2013AJ....145..102L,56.8304,0.1072,2018yCat.1345....0G,13.146,0.05,2012yCat.1322....0Z,11.8371,6.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.795,0.08,2012yCat.1322....0Z,8.936,0.018,2003yCat.2246....0C
Wolf  926,323.7097460241919,51.5371106770549,,GJ  4205,HIP 106557,,M2.5Ve,2013AJ....145..102L,56.7717,0.0425,2018yCat.1345....0G,11.77,,2001KFNT...17e.409K,10.7173,6.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,10.8,,2003AJ....125..984M,8.038,0.019,2003yCat.2246....0C
* tau06 Eri,56.71203412958333,-23.249723495833337,HD  23754,GJ   155,HIP  17651,,F5IV-V,2006AJ....132..161G,56.73,0.19,2007A&A...474..653V,4.2,,,4.044,0.0052,2018yCat.1345....0G,,,,,,,3.61,0.3,2003yCat.2246....0C
LP  728-71,148.1740792801761,-15.603822640975899,,,,,M3.5V,2015A&A...577A.128A,56.6977,0.064,2018yCat.1345....0G,13.463,0.052,2014AJ....148...81M,12.1871,7.0E-4,2018yCat.1345....0G,10.74,0.03,2005yCat.2263....0T,13.165,0.09,2012yCat.1322....0Z,9.32,0.022,2003yCat.2246....0C
UCAC4 463-128595,319.113684526891,2.5809418954549,,,,,M3.0Ve,2013AJ....145..102L,56.6935,0.0596,2018yCat.1345....0G,11.967,0.01,2012yCat.1322....0Z,10.8595,8.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.639,0.06,2012yCat.1322....0Z,8.219,0.032,2003yCat.2246....0C
Wolf  990,331.6931811902845,3.4177389216552,,GJ  4257,,,M4,1985ApJS...59..197B,56.6541,0.0912,2018yCat.1345....0G,13.774,0.04,2012yCat.1322....0Z,12.2965,6.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.364,0.13,2012yCat.1322....0Z,9.409,0.029,2003yCat.2246....0C
*  58 Oph,265.85747375499994,-21.683193876111115,HD 160915,GJ   692,HIP  86736,,F5V,2006AJ....132..161G,56.65,0.24,2007A&A...474..653V,4.861,0.009,2000A&A...355L..27H,4.6927,0.0029,2018yCat.1345....0G,,,,,,,4.08,0.32,2003yCat.2246....0C
G  48-6,140.2414505604565,3.3684546125251,,GJ  3553,,,M4V,2014AJ....147...20N,56.6354,0.061,2018yCat.1345....0G,13.349,0.02,2012yCat.1322....0Z,12.1156,4.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.014,0.12,2012yCat.1322....0Z,9.363,0.023,2003yCat.2246....0C
CD-27 13268,282.5881788445884,-26.9236348034903,,,HIP  92444,,K8Vk,2006AJ....132..161G,56.6218,0.0418,2018yCat.1345....0G,9.68,,2010MNRAS.403.1949K,9.0476,5.0E-4,2018yCat.1345....0G,8.736,0.08,2005yCat.2263....0T,8.81,,2010MNRAS.403.1949K,6.989,0.019,2003yCat.2246....0C
CD-27  7978,169.2812789286628,-27.8135307893965,,GJ  1145,HIP  55119,,K7,2010MNRAS.403.1949K,56.609,0.036,2018yCat.1345....0G,9.758,,2010MNRAS.403.1949K,9.1052,4.0E-4,2018yCat.1345....0G,8.066,,2010MNRAS.403.1949K,8.884,,2010MNRAS.403.1949K,7.055,0.018,2003yCat.2246....0C
L  257-54,202.60748708188498,-52.04451105504472,,GJ  3787,,,M3.5,,56.6081,0.1004,2018yCat.1345....0G,13.1,,,11.9154,6.0E-4,2018yCat.1345....0G,,,,12.756,0.08,2012yCat.1322....0Z,9.148,0.026,2003yCat.2246....0C
HD 152606,253.9083934717834,-32.0677020087793,HD 152606,,HIP  82834,,K8Vk,2006AJ....132..161G,56.6076,0.0514,2018yCat.1345....0G,9.572,,2010MNRAS.403.1949K,8.9392,3.0E-4,2018yCat.1345....0G,7.903,,2010MNRAS.403.1949K,8.703,,2010MNRAS.403.1949K,6.917,0.02,2003yCat.2246....0C
L  415-82,269.3092662388903,-41.9914351508699,,GJ  4036,,,M3V,1974PhDT........10S,56.5199,0.0438,2018yCat.1345....0G,11.36,,1982MNRAS.201...51R,10.4051,5.0E-4,2018yCat.1345....0G,9.2,0.04,2005yCat.2263....0T,10.88,0.03,2012yCat.1322....0Z,7.962,0.021,2003yCat.2246....0C
G  43-23,150.6768555459476,14.9869472567,,GJ  3582,,,M4,,56.4921,0.3675,2018yCat.1345....0G,14.17,0.01,2012yCat.1322....0Z,12.7484,7.0E-4,2018yCat.1345....0G,,,,13.984,0.08,2012yCat.1322....0Z,9.649,0.026,2003yCat.2246....0C
UCAC4 371-059841,164.1621430952805,-15.881531795867,,,,,M3,2014MNRAS.443.2561G,56.4742,0.0466,2018yCat.1345....0G,11.814,0.01,2012yCat.1322....0Z,10.7299,9.0E-4,2018yCat.1345....0G,,,,11.514,0.05,2012yCat.1322....0Z,8.071,0.029,2003yCat.2246....0C
HD  30876,72.4680497323941,-35.1076300176025,HD  30876,GJ  3317,HIP  22451,,K2V,1982MSS...C03....0H,56.4713,0.024,2018yCat.1345....0G,7.495,,2010MNRAS.403.1949K,7.2421,4.0E-4,2018yCat.1345....0G,6.548,,2010MNRAS.403.1949K,6.992,,2010MNRAS.403.1949K,5.896,0.026,2003yCat.2246....0C
G  90-44,121.7017154089361,36.7607663161882,,GJ  3479,,,M3.0Ve,2013AJ....145..102L,56.4409,0.0518,2018yCat.1345....0G,12.89,0.06,2012yCat.1322....0Z,11.7483,5.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,12.63,0.12,2012yCat.1322....0Z,8.976,0.023,2003yCat.2246....0C
HD 204587,322.511483619527,-12.5100685268788,HD 204587,GJ   830,HIP 106147,,K7Vk:,2006AJ....132..161G,56.4251,0.06,2018yCat.1345....0G,9.075,,2010MNRAS.403.1949K,8.536,7.0E-4,2018yCat.1345....0G,7.586,,2010MNRAS.403.1949K,8.28,,2010MNRAS.403.1949K,6.656,0.02,2003yCat.2246....0C
HD 113194,195.5862029909056,-26.78711802841,HD 113194,,HIP  63618,,K5Vk:,2006AJ....132..161G,56.3997,0.1368,2018yCat.1345....0G,8.351,,2010MNRAS.403.1949K,7.8616,6.0E-4,2018yCat.1345....0G,6.947,,2010MNRAS.403.1949K,7.608,,2010MNRAS.403.1949K,6.059,0.019,2003yCat.2246....0C
