recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
196,HIP  12114,12114," ",16160,K3 V," ",4726,4.58,1.0,-0.14," "," ",0.153,-5.153,VI," ",CTIO," ",HIP  12114,39.02043,6.88679
131,HIP   7981,7981," ",10476,K1 V," ",5155,4.48,1.0,0.03," "," ",0.151,-5.092,"I "," ",CTIO," ",HIP   7981,25.62401,20.26852
681,HIP  46843,46843," ",82443,K1 V (k)," ",,,,," "," ",0.618,-4.234,"A "," ",CTIO," ",HIP  46843,143.18233,26.98853
1481,HIP 107350,107350," ",206860,G0 V CH-0.5," ",5954,4.43,1.0,-0.1," "," ",0.339,-4.4,"A "," ",CTIO/SO," ",HIP 107350,326.13054,14.77194
1375,HIP  98819,98819," ",190406,G0 V," ",5913,4.41,1.0,0.01," "," ",0.19,-4.81,"I "," ",CTIO/SO," ",HIP  98819,301.02592,17.07019
1373,HIP  98767,98767," ",190360,G7 IV-V," ",5497,4.31,1.0,0.11," "," ",0.154,-5.059,"I "," ",CTIO/SO," ",HIP  98767,300.90585,29.8968
1348,HIP  96901,96901," ",186427,G3 V," ",5728,4.33,1.0,0.05," "," ",0.154,-5.041,"I "," ",SO,S,HIP  96901,295.46655,50.51752
1668,HIP 117880,117880," ",224022,F9- V," ",6017,4.21,1.0,0.08," "," ",0.161,-4.948,"I "," ",SO," ",HIP 117880,358.66092,-40.30006
1671,HIP 118008,118008," ",224228,K2.5 V (k)," ",,,,," "," ",0.618,-4.468,"A "," ",CTIO," ",HIP 118008,359.04447,-39.05234
13,HIP    950,950," ",739,F5 V," ",6548,4.3,2.0,-0.05," "," ",0.192,-4.715,"A "," ",SO," ",HIP    950,2.93342,-35.13312
27,HIP   1837,1837," ",1910,K4 V (k)," ",,,,," "," ",0.883,-4.457,"A "," ",SO," ",HIP   1837,5.81651,-33.16753
28,HIP   1936,1936," ",2025,K3 V," ",4761,4.62,1.0,-0.32," "," ",0.219,-4.933,"I "," ",SO," ",HIP   1936,6.10806,-27.02677
25,HIP   1768,1768," ",1815,K2 V (k)," ",4907,4.65,1.0,-0.37," "," ",0.35,-4.639,"A "," ",SO," ",HIP   1768,5.59818,-27.03251
1643,HIP 116374,116374," "," ",K5.5 V," ",,,,," "," ",0.568,-4.861,"I "," ",CTIO," ",HIP 116374,353.71866,-34.66979
1647,HIP 116492,116492," "," ",K4.5 V," ",,,,," "," ",0.583,-4.784,"I "," ",CTIO," ",HIP 116492,354.08767,-33.21368
1650,HIP 116763,116763," ",222335,G9.5 V," ",5218,4.56,1.0,-0.17," "," ",0.192,-4.909,"I "," ",SO," ",HIP 116763,354.96378,-32.74341
1663,HIP 117542,117542," ",223515,K0 V," ",5093,4.47,1.0,0.02," "," ",0.212,-4.868,"I "," ",SO," ",HIP 117542,357.56209,-29.40173
1662,HIP 117481,117481," ",223408,F6 V," ",6255,4.18,1.0,-0.17," "," ",0.319,-4.39,"A "," ",SO," ",HIP 117481,357.33136,-27.85426
1660,HIP 117404,117404," ",223282,G8.5 V," ",5383,4.54,1.0,-0.33," "," ",0.197,-4.872,"I "," ",SO," ",HIP 117404,357.08885,-27.8975
1656,HIP 117081,117081," ",222834,G1 V," ",,,,," "," ",0.161,-4.93,"I "," ",SO," ",HIP 117081,356.03066,-27.19613
1646,HIP 116436,116436," ",221839,F7.5 V," ",6012,3.94,1.0,-0.09," "," ",0.293,-4.472,"A "," ",SO," ",HIP 116436,353.91688,-27.49049
3,HIP    296,296," ",225118,G8.5 V," ",5420,4.43,1.0,0.14," "," ",0.325,-4.57,"A "," ",SO," ",HIP    296,0.92285,-28.39619
1675,HIP 118261,118261," ",224607,K4 V (k)," ",,,,," "," ",0.685,-4.524,"A "," ",SO," ",HIP 118261,359.80708,-26.04875
7,HIP    616,616," ",283,G9.5 V," ",,,,," "," ",0.162,-5.029,"I "," ",SO," ",HIP    616,1.88559,-23.81872
1658,HIP 117247,117247," ",223078,K2+ V," ",,,,," "," ",0.17,-5.03,"I "," ",SO," ",HIP 117247,356.6113,-23.02797
1669,HIP 117958,117958," ",224143,G1 V," ",5770,4.49,1.0,-0.1," "," ",0.302,-4.508,"A "," ",SO," ",HIP 117958,358.8957,-20.95316
1676,HIP 118278,118278," ",224619,G8+ V," ",5442,4.49,1.0,-0.21," "," ",0.165,-4.996,"I "," ",SO," ",HIP 118278,359.86847,-20.03471
53,HIP   3479,3479," ",4208,G7 V Fe-1 CH-0.5," ",5683,4.53,1.0,-0.23," "," ",0.173,-4.924,"I "," ",SO," ",HIP   3479,11.11104,-26.51568
72,HIP   4691,4691," "," ",K4.5 V," ",,,,," "," ",0.473,-4.796,"I "," ",SO," ",HIP   4691,15.07704,-25.61465
43,HIP   2941,2941," ",3443,G7 V," ",5480,4.28,1.0,-0.14," "," ",0.17,-4.961,"I "," ",SO," ",HIP   2941,9.33633,-24.76727
46,HIP   3185,3185," ",3795,K0 V Fe-1.5 CH-1.3," ",5394,3.89,1.0,-0.46," "," ",0.134,-5.193,VI," ",SO," ",HIP   3185,10.13665,-23.80492
61,HIP   3850,3850," ",4747,G9 V," ",5354,4.55,1.0,-0.16," "," ",0.21,-4.829,"I "," ",SO," ",HIP   3850,12.3615,-23.21246
64,HIP   4022,4022," ",4967,K7- V k," ",,,,," "," ",1.357,-4.628,"A "," ",SO," ",HIP   4022,12.89175,-22.91007
73,HIP   4855,4855," ",6156,G9 V,*,5144,4.42,1.0,-0.17," "," ",0.287,-4.657,"A "," ",SO," ",HIP   4855,15.61554,-21.61058
95,HIP   6273,6273," ",8129,G7 V," ",5507,4.5,1.0,-0.21," "," ",0.178,-4.915,"I "," ",SO," ",HIP   6273,20.12512,-19.94897
35,HIP   2237,2237," ",2475,F9 V Fe+0.5," ",5897,4.24,1.0,0.02," "," ",0.245,-4.609,"A "," ",SO," ",HIP   2237,7.0879,-20.33505
65,HIP   4024,4024," ",4972,K3.5 IV-V," ",,,,," "," ",0.388,-4.854,"I "," ",SO," ",HIP   4024,12.89401,-14.89068
48,HIP   3249,3249," ",-13 116,K7- V k," ",,,,," "," ",1.978,-4.512,"A "," ",SO," ",HIP   3249,10.35107,-13.17214
56,HIP   3559,3559," ",4307,G0 V," ",5784,4.11,1.0,-0.4," "," ",0.147,-5.061,"I "," ",SO," ",HIP   3559,11.36953,-12.88081
1615,HIP 114746,114746," ",219246,K2.5 V (k)," ",,,,," "," ",0.703,-4.367,"A "," ",SO," ",HIP 114746,348.65973,-29.70249
1606,HIP 114291,114291," ",218522,F6 V Fe-0.7 CH-0.4," ",6488,4.21,2.0,-0.27," "," ",0.206,-4.672,"A "," ",SO," ",HIP 114291,347.21472,-25.83061
1591,HIP 113597,113597," ",217379,K6.5 V ke," ",,,,," "," ",3.188,-4.336,"A "," ",CTIO," ",HIP 113597,345.11647,-26.31189
1590,HIP 113579,113579," ",217343,G1.5 V (k)," ",5749,4.5,1.0,0.0," "," ",0.425,-4.321,"A "," ",SO," ",HIP 113579,345.08036,-26.15375
1604,HIP 114242,114242," ",218422,K4 V (k)," ",,,,," "," ",0.798,-4.582,"A "," ",SO," ",HIP 114242,347.06324,-24.74325
1601,HIP 114156,114156," ",218294,K6 V k," ",,,,," "," ",1.772,-4.496,"A "," ",SO," ",HIP 114156,346.77941,-23.15945
1620,HIP 114954,114954," "," ",M0 V (k)," ",,,,," "," ",1.28,-4.823,"I "," ",SO," ",HIP 114954,349.25093,-23.3963
1600,HIP 114135,114135," ",218279,K2+ V CN+1," ",,,,," "," ",0.188,-4.999,"I "," ",SO," ",HIP 114135,346.72645,-21.45717
1651,HIP 116819,116819," ",222422,G8 V," ",5486,4.55,1.0,-0.05," "," ",0.178,-4.928,"I "," ",SO," ",HIP 116819,355.15772,-18.98889
1640,HIP 116215,116215," ",221503,K6 V k," ",,,,," "," ",1.883,-4.486,"A "," ",SO," ",HIP 116215,353.20583,-16.84565
1589,HIP 113576,113576," ",217357,K7+ V k," ",,,,," "," ",1.809,-4.643,"A "," ",SO," ",HIP 113576,345.06718,-22.52435
1568,HIP 112504,112504," ",215696,G1 V," ",5530,4.3,1.0,-0.3," "," ",0.17,-4.95,"I "," ",SO," ",HIP 112504,341.83646,-16.14636
1586,HIP 113409,113409," ",217065,K6 V k," ",,,,," "," ",1.519,-4.481,"A "," ",SO," ",HIP 113409,344.52611,-13.64254
1595,HIP 113771,113771," "," ",K6.5 V (k)," ",,,,," "," ",1.199,-4.729,"A "," ",SO," ",HIP 113771,345.60256,-12.39165
1628,HIP 115126,115126," ",219834A,G8.5 IV,*,5461,3.88,1.0,0.23," "," ",0.143,-5.13,VI," ",CTIO/SO," ",HIP 115126,349.77802,-13.45878
10,HIP    910,910," ",693,F8 V Fe-0.8 CH-0.5," ",6255,4.18,1.0,-0.31," "," ",0.18,-4.788,"I "," ",SO," ",HIP    910,2.81605,-15.46798
8,HIP    669,669," ",361,G1 V," ",5837,4.47,1.0,-0.1," "," ",0.188,-4.834,"I "," ",SO,S,HIP    669,2.06817,-14.82449
1661,HIP 117410,117410," ",-13 6464,K5 V ke," ",,,,," "," ",3.294,-4.194,VA,*,SO," ",HIP 117410,357.10705,-12.98746
21,HIP   1444,1444," ",1388,G0 V," ",5927,4.36,1.0,-0.01," "," ",0.158,-4.985,"I "," ",SO,S,HIP   1444,4.49529,-13.45564
26,HIP   1803,1803," ",1835,G5 V CH-0.5," ",5756,4.4,1.0,0.13," "," ",0.299,-4.527,"A "," ",SO," ",HIP   1803,5.71578,-12.20944
1642,HIP 116258,116258," ",221575,K2 V (k)," ",,,,," "," ",0.495,-4.468,"A "," ",SO," ",HIP 116258,353.34928,-12.66462
1659,HIP 117258,117258," ",223084,F9 V," ",6082,4.37,1.0,-0.23," "," ",0.229,-4.634,"A "," ",CTIO," ",HIP 117258,356.6421,-8.99701
100,HIP   6455,6455," ",8406,G3 V," ",5752,4.52,1.0,-0.03," "," ",0.195,-4.822,"I "," ",SO,S,HIP   6455,20.75364,-16.48746
134,HIP   8102,8102," ",10700,G8.5 V," ",5358,4.57,1.0,-0.4," "," ",0.152,-5.065,"I "," ",CTIO/SO," ",HIP   8102,26.01701,-15.93748
117,HIP   7404,7404," ",9782,F9 V," ",5995,4.39,1.0,-0.03," "," ",0.168,-4.913,"I "," ",SO," ",HIP   7404,23.85962,-13.38103
92,HIP   6037,6037," ",7808,K4 V," ",,,,," "," ",0.214,-5.019,"I "," ",SO," ",HIP   6037,19.39177,-15.50332
101,HIP   6456,6456," ",8389,K0 V CN+2," ",,,,," "," ",0.178,-5.013,"I "," ",SO," ",HIP   6456,20.76099,-12.96607
139,HIP   8361,8361," ",-13 321,K4 V (k)," ",,,,," "," ",0.505,-4.815,"I "," ",SO," ",HIP   8361,26.93066,-12.77065
149,HIP   9094,9094," ",11964,G9 V CN+1," ",5224,3.88,1.0,0.1," "," ",0.13,-5.209,VI," ",SO," ",HIP   9094,29.29003,-10.24243
129,HIP   7916,7916," ",10453,F6 V Fe-1 CH-0.5," ",6457,4.04,1.4,-0.34," "," ",0.271,-4.454,"A "," ",SO," ",HIP   7916,25.4368,-11.32467
120,HIP   7580,7580," ",10009,F8.5 V Fe-0.5," ",6162,4.14,1.0,-0.18," "," ",0.199,-4.729,"A "," ",CTIO/SO," ",HIP   7580,24.40712,-9.40383
90,HIP   5938,5938," ",7661,G9 V (k)," ",5350,4.45,1.0,-0.1," "," ",0.378,-4.459,"A "," ",SO," ",HIP   5938,19.10081,-12.097
113,HIP   7276,7276," ",9562,G1 V," ",5830,4.0,1.0,0.1," "," ",0.139,-5.147,VI," ",CTIO," ",HIP   7276,23.42848,-7.02534
85,HIP   5806,5806," ",7449,F9.5 V," ",6004,4.46,1.0,-0.26," "," ",0.19,-4.79,"I "," ",CTIO," ",HIP   5806,18.62218,-5.04739
114,HIP   7357,7357," ",9670,F9 V Fe-0.5," ",6160,4.31,1.0,-0.25," "," ",0.177,-4.831,"I "," ",CTIO," ",HIP   7357,23.70361,0.94477
60,HIP   3765,3765," ",4628,K2.5 V," ",4916,4.6,1.0,-0.34," "," ",0.182,-4.987,"I "," ",CTIO," ",HIP   3765,12.09573,5.28061
1540,HIP 110778,110778," ",212698,G1 V," ",,,,," "," ",0.328,-4.442,"A "," ",SO," ",HIP 110778,336.64279,-16.74211
1555,HIP 111870,111870," ",214615A,G9 V (k),*,5382,4.49,1.0,-0.09," "," ",0.34,-4.553,"A "," ",SO," ",HIP 111870,339.89427,-12.61517
1556,HIP 111870,111870," ",214615B,G9 V (k),*,,,,," "," ",0.34,-4.553,"A "," ",SO," ",HIP 111870,339.89427,-12.61517
1520,HIP 109822,109822," ",211038,G9.5 IV-V," ",4935,3.66,1.0,-0.56," "," ",0.126,-5.234,VI," ",SO," ",HIP 109822,333.65925,-15.81853
1577,HIP 112974,112974," ",216402,F8 V," ",6195,3.81,1.0,0.07," "," ",0.162,-4.908,"I "," ",SO," ",HIP 112974,343.19381,-10.05887
1509,HIP 109110,109110," ",209779,G1 V," ",5751,4.45,1.0,0.05," "," ",0.312,-4.506,"A "," ",CTIO," ",HIP 109110,331.52209,-5.35816
1561,HIP 111965,111965," ",214810,G9 V Fe-0.7," ",6151,4.19,1.0,-0.22," "," ",0.254,-4.542,"A "," ",CTIO," ",HIP 111965,340.19982,-3.55424
1631,HIP 115527,115527," ",220476,G5 V," ",5603,4.49,1.0,-0.13," "," ",0.371,-4.413,"A "," ",CTIO," ",HIP 115527,351.0264,-7.55076
1619,HIP 114952,114952," ",219592,F5 V Fe-0.7 CH-0.4," ",6594,4.24,2.0,-0.29," "," ",0.398,-4.207,"A "," ",CTIO," ",HIP 114952,349.24646,-7.1608
1611,HIP 114424,114424," ",218730,G0 V," ",5946,4.41,1.0,0.02," "," ",0.181,-4.855,"I "," ",CTIO,S,HIP 114424,347.60298,-7.812
1597,HIP 113896,113896," ",217877,G0- V," ",5996,4.31,1.0,-0.2," "," ",0.179,-4.852,"I "," ",CTIO," ",HIP 113896,345.98864,-4.79486
1636,HIP 115951,115951," ",221146,G1 V," ",5826,4.17,1.0,-0.04," "," ",0.155,-5.013,"I "," ",CTIO," ",HIP 115951,352.37632,-1.0359
1648,HIP 116495,116495," ",221950,F6 V Fe-1.4 comp," ",6396,4.11,1.4,-0.48," "," ",0.3,-4.395,"A "," ",CTIO," ",HIP 116495,354.09702,2.10222
1504,HIP 108525,108525," ",208880,G9 V," ",5340,4.48,1.0,-0.14," "," ",0.186,-4.908,"I "," ",CTIO," ",HIP 108525,329.78718,3.19777
1588,HIP 113445,113445," ",217166,G5 V Fe-0.8," ",5738,4.12,1.0,-0.1," "," ",0.171,-4.926,"I "," ",CTIO," ",HIP 113445,344.64617,9.35685
1527,HIP 110341,110341," ",211976,F5 V," ",6579,4.24,1.4,0.02," "," ",0.207,-4.646,"A "," ",CTIO," ",HIP 110341,335.23249,8.18674
47,HIP   3236,3236," ",3861,F8 V," ",6264,4.3,1.0,0.04," "," ",0.212,-4.68,"A "," ",CTIO," ",HIP   3236,10.29947,9.35506
34,HIP   2235,2235," ",2454,F5 V Sr,*,6516,4.2,2.1,-0.26," "," ",0.285,-4.427,"A "," ",CTIO," ",HIP   2235,7.08352,10.18981
1584,HIP 113357,113357," ",217014,G2 V+," ",5750,4.35,1.0,0.12," "," ",0.153,-5.05,"I "," ",CTIO,S,HIP 113357,344.36658,20.76883
449,HIP  28442,28442," ",40887,K6.5 V," ",,,,," "," ",0.388,-4.932,"I "," ",CTIO," ",HIP  28442,90.08135,-31.02878
480,HIP  30579,30579," ",45364,G8 V," ",5451,4.53,1.0,-0.05," "," ",0.153,-5.061,"I "," ",CTIO," ",HIP  30579,96.41031,-31.48095
459,HIP  29096,29096," "," ",K7.5 V," ",,,,," "," ",1.853,-4.662,"A "," ",SO," ",HIP  29096,92.06036,-28.99467
478,HIP  30503,30503," ",45184,G1.5 V," ",5841,4.39,1.0,0.01," "," ",0.172,-4.921,"I "," ",SO,S,HIP  30503,96.18283,-28.78012
481,HIP  30711,30711," ",45588,F8 IV," ",6079,3.92,1.0,-0.09," "," ",0.164,-4.917,"I "," ",SO," ",HIP  30711,96.79735,-25.8565
426,HIP  26737,26737," ",37962,G2 V," ",5748,4.5,1.0,-0.14," "," ",0.206,-4.777,"I "," ",SO," ",HIP  26737,85.21652,-31.35111
408,HIP  25421,25421," ",35854,K3- V," ",4842,4.55,1.0,-0.15," "," ",0.228,-4.922,"I "," ",SO," ",HIP  25421,81.56141,-32.50476
402,HIP  24886,24886," ",34970,K2.5 V," ",4800,4.6,1.0,-0.23," "," ",0.192,-5.02,"I "," ",CTIO," ",HIP  24886,80.01925,-31.16721
416,HIP  26013,26013," "," ",K3+ V (k)," ",,,,," "," ",0.578,-4.6,"A "," ",SO," ",HIP  26013,83.26917,-26.72452
456,HIP  28921,28921," ",41842,K2+ V (k)," ",4983,4.62,1.0,-0.04," "," ",0.456,-4.484,"A "," ",SO," ",HIP  28921,91.56923,-27.90583
463,HIP  29568,29568," ",43162,G6.5 V," ",5571,4.49,1.0,-0.03," "," ",0.343,-4.48,"A "," ",SO," ",HIP  29568,93.43873,-23.86194
502,HIP  32322,32322," ",48938,G0 V Fe-0.8 CH-0.5," ",6159,4.33,1.0,-0.18," "," ",0.18,-4.825,"I "," ",SO," ",HIP  32322,101.21647,-27.34167
490,HIP  31540,31540," ",47186,G6 V," ",5499,4.34,1.0,0.02," "," ",0.172,-4.953,"I "," ",SO," ",HIP  31540,99.03662,-27.6223
523,HIP  33817,33817," ",52698,K1 V (k)," ",,,,," "," ",0.316,-4.68,"A "," ",SO," ",HIP  33817,105.30719,-25.94874
510,HIP  33037,33037," ",50590,K3 V," ",,,,," "," ",0.204,-5.011,"I "," ",SO," ",HIP  33037,103.2485,-23.1077
541,HIP  35851,35851," "," ",K5 V," ",,,,," "," ",0.843,-4.738,"A "," ",SO," ",HIP  35851,110.87189,-20.0234
467,HIP  29843,29843," ",43745,F8.5 V," ",5998,3.52,1.0,-0.02," "," ",0.151,-5.021,"I "," ",SO," ",HIP  29843,94.26499,-22.71523
472,HIP  30225,30225," ",44573,K2.5 V (k)," ",,,,," "," ",0.391,-4.617,"A "," ",SO," ",HIP  30225,95.38803,-22.21475
501,HIP  32076,32076," ",48286,F9 V Fe-0.5 CH-0.4," ",5998,4.47,1.0,-0.45," "," ",0.193,-4.77,"I "," ",SO," ",HIP  32076,100.52168,-15.21525
518,HIP  33560,33560," ",51849,K5- V k," ",,,,," "," ",1.28,-4.441,"A "," ",SO," ",HIP  33560,104.60853,-12.99186
509,HIP  32971,32971," ",50255,G4.5 V," ",5575,4.38,1.0,-0.04," "," ",0.268,-4.636,"A "," ",SO," ",HIP  32971,103.00994,-11.20451
382,HIP  23516,23516," "," ",K6 V," ",,,,," "," ",0.901,-4.79,"I "," ",SO," ",HIP  23516,75.84116,-23.25029
398,HIP  24783,24783," ",34751,K6 V k," ",,,,," "," ",1.39,-4.633,"A "," ",SO," ",HIP  24783,79.69663,-21.39376
417,HIP  26175,26175," ",37065,K3- V," ",,,,," "," ",0.235,-4.876,"I "," ",SO," ",HIP  26175,83.70259,-23.46898
431,HIP  27072,27072," ",38393,F6.5 V," ",6372,4.31,2.0,-0.13," "," ",0.172,-4.817,"I "," ",SO," ",HIP  27072,86.1158,-22.44838
430,"HD 38392  ",," ",38392,K2.5 V (k),*,,,,," "," ",0.388,-4.657,"A "," ",CTIO," ",HD 38392,86.11057,-22.42184
411,HIP  25616,25616," ",36108,F9 V," ",5882,4.08,1.0,-0.26," "," ",0.165,-4.932,"I "," ",SO," ",HIP  25616,82.08762,-22.43392
444,HIP  27922,27922," ",39855,G8 V Fe-0.7," ",5510,4.63,1.0,-0.42," "," ",0.175,-4.932,"I "," ",SO," ",HIP  27922,88.62565,-19.70435
432,HIP  27075,27075," ",38382,F8.5 V," ",6014,3.97,1.0,0.08," "," ",0.161,-4.954,"I "," ",SO," ",HIP  27075,86.11831,-20.12657
407,HIP  25396,25396," ",35722,F7.5 V," ",6222,4.51,1.0,-0.08," "," ",0.177,-4.837,"I "," ",SO," ",HIP  25396,81.49395,-19.68993
427,HIP  26834,26834," ",37986,G8+ V CN+1," ",5518,4.2,1.0,0.26," "," ",0.158,-5.05,"I "," ",SO," ",HIP  26834,85.47369,-15.63054
373,HIP  22905,22905," ",31527,G0 V," ",5836,4.42,1.0,-0.28," "," ",0.178,-4.871,"I "," ",SO," ",HIP  22905,73.90993,-23.24188
387,HIP  23818,23818," ",33095,G1 V," ",5745,4.06,1.0,-0.05," "," ",0.164,-4.974,"I "," ",SO," ",HIP  23818,76.79058,-19.39191
360,HIP  22263,22263," ",30495,G1.5 V CH-0.5," ",5758,4.46,1.0,-0.07," "," ",0.252,-4.624,"A "," ",CTIO/SO," ",HIP  22263,71.90122,-16.93446
399,HIP  24786,24786," ",34721,F9- V," ",6000,3.92,1.0,-0.06," "," ",0.156,-4.977,"I "," ",SO," ",HIP  24786,79.7103,-18.13005
401,HIP  24874,24874," ",34865,K3.5 V (k)," ",4627,4.6,1.0,-0.39," "," ",0.707,-4.45,"A "," ",SO," ",HIP  24874,79.99824,-15.83965
392,HIP  24419,24419," ",34101,G7 V," ",5498,4.38,1.0,-0.09," "," ",0.172,-4.956,"I "," ",SO," ",HIP  24419,78.58366,-15.82661
403,HIP  25002,25002," ",35041,G2 V Fe-0.4 CH-0.5," ",5749,4.4,1.0,-0.07," "," ",0.304,-4.502,"A "," ",SO," ",HIP  25002,80.304,-14.15245
397,HIP  24777,24777," ",34688,K0 V," ",,,,," "," ",0.17,-5.006,"I "," ",SO," ",HIP  24777,79.67831,-14.01846
388,HIP  23831,23831," ",33093,G0 IV," ",5768,3.4,1.0,-0.08," "," ",0.145,-5.085,"I "," ",SO," ",HIP  23831,76.85401,-12.49127
483,HIP  30979,30979," ",45977,K4+ V (k)," ",,,,," "," ",0.707,-4.635,"A "," ",SO," ",HIP  30979,97.53043,-11.80894
409,HIP  25486,25486," ",35850,F8 V(n) (k)," ",6131,4.37,1.0,-0.02," "," ",0.574,-4.085,VA,*,SO," ",HIP  25486,81.76985,-11.90096
437,HIP  27397,27397," "," ",K9 V (k)," ",,,,," "," ",1.368,-4.764,"I "," ",SO," ",HIP  27397,87.07141,-11.13462
429,HIP  27058,27058," ",38277,G1 V," ",5804,4.26,1.0,-0.1," "," ",0.165,-4.961,"I "," ",SO,S,HIP  27058,86.07332,-10.01673
542,HIP  35884,35884," ",58192,F6- V," ",6287,3.95,2.0,-0.41," "," ",0.263,-4.503,"A "," ",SO," ",HIP  35884,110.97424,-17.41343
554,HIP  36512,36512," ",59711,G2 V," ",5747,4.46,1.0,-0.05," "," ",0.173,-4.916,"I "," ",SO,S,HIP  36512,112.66672,-15.99458
546,HIP  36121,36121," ",58760,K4+ V," ",,,,," "," ",0.593,-4.777,"I "," ",SO," ",HIP  36121,111.61069,-15.77033
552,HIP  36395,36395," ",59438,F8 V Fe-1.3 CH-0.8," ",6262,3.76,2.0,-0.62," "," ",0.24,-4.559,"A "," ",SO," ",HIP  36395,112.3411,-14.99866
544,HIP  35998,35998," ",58461,F5 V Fe-0.8 CH-0.5," ",6609,3.98,2.0,-0.3," "," ",0.29,-4.404,"A "," ",SO," ",HIP  35998,111.28465,-13.75198
534,HIP  35139,35139," ",56274,G7 V Fe-1.5 CH-1.3," ",5799,4.57,1.0,-0.61," "," ",0.202,-4.768,"I "," ",SO," ",HIP  35139,108.96165,-13.04948
539,HIP  35651,35651," ",57568,K4- V (k)," ",,,,," "," ",0.415,-4.749,"A "," ",SO," ",HIP  35651,110.34452,-12.63724
577,HIP  38382,38382," ",64096,G0 V," ",5826,4.24,1.0,-0.21," "," ",0.175,-4.883,"I "," ",SO," ",HIP  38382,117.94293,-13.89803
573,HIP  38048,38048," ",63336,F5.5 V," ",6404,4.0,2.0,-0.13," "," ",0.204,-4.68,"A "," ",SO," ",HIP  38048,116.98633,-12.19271
578,HIP  38392,38392," ",64114,G7 V," ",5506,4.47,1.0,-0.05," "," ",0.197,-4.845,"I "," ",SO," ",HIP  38392,117.98286,-11.03298
527,HIP  34423,34423," ",54359,K3- V," ",,,,," "," ",0.293,-4.795,"I "," ",SO," ",HIP  34423,107.03878,-9.9687
512,HIP  33109,33109," ",50639,F8.5 V," ",6080,4.09,1.0,-0.08," "," ",0.177,-4.854,"  "," ",CTIO/SO," ",HIP  33109,103.43678,-9.51546
556,HIP  36640,36640," ",59984,G0 V Fe-1.6 CH-0.5," ",5998,4.08,1.0,-0.7," "," ",0.218,-4.663,"A "," ",CTIO," ",HIP  36640,113.02401,-8.88133
553,HIP  36399,36399," ",59380,F6 V," ",6365,4.13,2.0,-0.27," "," ",0.214,-4.647,"A "," ",CTIO," ",HIP  36399,112.35692,-7.55124
608,HIP  41211,41211," ",70958,F8 V Fe-1.3 CH-0.7," ",6294,4.16,1.0,-0.38," "," ",0.398,-4.246,"A "," ",CTIO," ",HIP  41211,126.14589,-3.75124
479,HIP  30545,30545," ",45067,F9 V," ",6009,4.09,1.0,-0.2," "," ",0.163,-4.927,"I "," ",CTIO," ",HIP  30545,96.31894,-0.94588
591,HIP  39506,39506," ",66573,G5 V Fe-1.3 CH-1," ",5761,4.43,1.0,-0.58," "," ",0.192,-4.821,"I "," ",CTIO," ",HIP  39506,121.12435,9.26793
338,HIP  21222,21222," "," ",K7 V k," ",,,,," "," ",1.713,-4.651,"A "," ",SO," ",HIP  21222,68.24229,-16.54318
324,HIP  20232,20232," ",-15 767,K5- V (k)," ",,,,," "," ",1.247,-4.518,"A "," ",SO," ",HIP  20232,65.04411,-14.76107
332,HIP  20723,20723," ",28185,G6.5 IV-V," ",5497,4.33,1.0,0.08," "," ",0.17,-4.975,"I "," ",SO," ",HIP  20723,66.60968,-10.55082
364,HIP  22439,22439," ",30743,F6 V Fe-0.9 CH-0.5," ",6471,4.04,2.0,-0.39," "," ",0.245,-4.533,"A "," ",SO," ",HIP  22439,72.42602,-13.76967
362,HIP  22288,22288," ",30523,K5 V k," ",,,,," "," ",1.265,-4.413,"A "," ",SO," ",HIP  22288,72.00476,-10.93365
376,HIP  23208,23208," ",31985,K5 V k," ",,,,," "," ",1.423,-4.427,"A "," ",SO," ",HIP  23208,74.90941,-10.98396
391,HIP  24210,24210," ",33725,G9 V," ",,,,," "," ",0.175,-4.972,"I "," ",SO," ",HIP  24210,77.97604,-9.11316
325,HIP  20240,20240," ",-09 872,K4 V (k)," ",,,,," "," ",1.048,-4.462,"A "," ",SO," ",HIP  20240,65.05934,-9.03707
316,HIP  19849,19849," ",26965,K0.5 V," ",5124,4.53,1.0,-0.28," "," ",0.151,-5.087,"I "," ",CTIO," ",HIP  19849,63.818,-7.65287
337,HIP  21172,21172," ",28821,G3 V," ",5659,4.4,1.0,-0.19," "," ",0.166,-4.97,"I "," ",CTIO," ",HIP  21172,68.08947,-5.039
412,HIP  25623,25623," ",36003,K5- V," ",,,,," "," ",0.265,-5.054,"I "," ",CTIO," ",HIP  25623,82.10873,-3.49955
389,HIP  24162,24162," ",33608,F5.5 IV-V," ",6500,4.01,2.1,0.0," "," ",0.271,-4.466,"A "," ",CTIO," ",HIP  24162,77.8299,-2.49078
358,HIP  22175,22175," ",30286,G5 V Fe-0.4," ",5595,4.54,1.0,-0.19," "," ",0.194,-4.837,"I "," ",CTIO," ",HIP  22175,71.56874,3.26878
390,HIP  24205,24205," ",33636,G0 V CH-0.3," ",5955,4.46,1.0,-0.16," "," ",0.184,-4.83,"I "," ",CTIO," ",HIP  24205,77.94354,4.40354
375,HIP  22919,22919," ",31412,F9.5 V," ",6058,4.35,1.0,-0.08," "," ",0.181,-4.83,"I "," ",CTIO," ",HIP  22919,73.98287,4.67043
