recno,Name,HIP,B-V,SHK,Jitter,logRHK,dMag,Prot,Age,Obs,SimbadName,_RA,_DE
2126,"HD 172513 ",91700,0.72,0.21,2.485,-4.796,-0.1,26,3.15,K,HD 172513,280.50981,-34.46633
2190,"HD 183216 ",95849,0.599,0.291,5.055,-4.503,0.03,7,0.62,K,HD 183216,292.41905,-30.79776
2254,"HD 190931 ",99208,0.76,0.467,3.747,-4.355,-0.1,6,0.21,K,HD 190931,302.10899,-28.89907
2228,"HD 188298 ",98049,0.657,0.235,4.057,-4.682,0.0,16,1.81,K,HD 188298,298.87411,-29.097
2231,"HD 188376 ",98066,0.748,0.155,4.27,-5.048,2.56,,7.5,K,HD 188376,298.95984,-26.29953
2168,"HD 179949 ",94645,0.503,0.236,4.092,-4.61,-0.2,5,1.21,K,HD 179949,288.88846,-24.17935
2341,"HD 200538 ",104071,0.54,0.168,2.941,-4.904,0.04,12,4.85,K,HD 200538,316.27047,-32.82617
2354,"HD 201989 ",104809,0.7,0.376,3.295,-4.419,0.06,8,0.34,K,HD 201989,318.5075,-29.66352
2328,"HD 199260 ",103389,0.507,0.281,4.88,-4.49,-0.2,3,0.57,K,HD 199260,314.19721,-26.29638
2380,"HD 205905 ",106913,0.62,0.28,4.842,-4.542,-0.1,9,0.8,K,HD 205905,324.7923,-27.30657
2394,"HD 207832 ",107985,0.691,0.243,4.218,-4.678,0.0,18,1.77,K,HD 207832,328.15118,-26.02656
2393,"HD 207583 ",107805,0.735,0.484,3.83,-4.312,0.0,3,0.15,K,HD 207583,327.59626,-16.19653
2382,"HD 206301 ",107095,0.672,0.253,4.629,-4.64,2.33,16,1.44,L,HD 206301,325.38691,-14.04761
2267,"HD 192310 ",99825,0.878,0.174,2.274,-5.011,0.06,,6.8,K,HD 192310,303.82246,-27.03298
2275,"HD 193690 ",100474,0.79,0.21,2.49,-4.839,0.27,33,3.78,K,HD 193690,305.6306,-26.15989
2304,"HD 196761 ",101997,0.72,0.176,2.317,-4.932,-0.3,32,5.35,K,HD 196761,310.04898,-23.77387
2278,"HD 193901 ",100568,0.53,0.177,3.097,-4.851,-1.4,10,3.96,K,HD 193901,305.89936,-21.37062
2288,"HD 194959 ",101036,0.689,0.365,5.072,-4.427,4.17,8,0.36,L,HD 194959,307.24576,-17.43475
2240,"HD 189627 ",98599,0.556,0.175,3.054,-4.872,0.25,12,4.31,K,HD 189627,300.4091,-22.11087
2253,"HD 190821 ",99140,0.664,0.168,4.298,-4.949,1.59,27,5.66,K,HD 190821,301.91407,-20.83283
2239,"HD 189625 ",98589,0.62,0.203,3.518,-4.769,0.0,16,2.79,K,HD 189625,300.38667,-16.86899
2265,"HD 192153 ",99710,0.852,0.15,4.28,-5.097,3.24,,8.39,K,HD 192153,303.49873,-17.67615
2280,"HD 194080 ",100613,0.529,0.142,2.483,-5.094,1.11,,8.35,K,HD 194080,306.02788,-13.39861
2322,"HD 198802 ",103077,0.625,0.162,4.262,-4.973,1.51,23,6.1,K,HD 198802,313.27332,-11.57366
2381,"HD 206116 ",107001,0.576,0.148,2.591,-5.05,0.37,,7.54,K,HD 206116,325.04935,-9.79471
2320,"HD 198599 ",102975,0.707,0.2,4.435,-4.825,4.84,26,3.56,K,HD 198599,312.94706,-10.31726
2324,"HD 199086 ",103250,0.616,0.199,3.441,-4.785,0.4,16,3.0,K,HD 199086,313.76402,-7.17868
2335,"HD 199960 ",103682,0.601,0.159,2.755,-4.985,0.37,20,6.32,K,HD 199960,315.141,-4.73026
2350,"HD 201378 ",104435,0.625,0.291,5.029,-4.52,0.9,9,0.69,K,HD 201378,317.32995,-3.89244
2338,"HD 200081 ",103744,0.815,0.178,4.377,-4.965,3.5,42,5.95,K,HD 200081,315.3434,-2.514
