main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode
CD-26 16501,347.5656010809323,-25.9313067424387,,GJ   891,HIP 114411,,M2V,2006AJ....132..161G,67.0946,0.0516,2018yCat.1345....0G,11.273,,2010MNRAS.403.1949K,10.3178,0.0011,2018yCat.1345....0G,9.064,,2010MNRAS.403.1949K,10.256,,2010MNRAS.403.1949K
Ross 1041,223.6162808077018,35.5491670793889,,GJ  3873,,,M3.5Ve,2013AJ....145..102L,67.0722,0.0487,2018yCat.1345....0G,12.321,0.08,2012yCat.1322....0Z,11.102,0.001,2018yCat.1345....0G,9.5,,2003AJ....125..984M,12.132,0.04,2012yCat.1322....0Z
LP  449-10,271.7023467916092,17.3464371907715,,,,,M4.0V,2015A&A...577A.128A,66.9905,0.05,2018yCat.1345....0G,13.89,0.02,2012yCat.1322....0Z,12.4772,5.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.642,0.08,2012yCat.1322....0Z
BD+48  1829,150.5906318507039,48.0888019903467,,GJ   378,HIP  49189,,M1V,1986AJ.....92..139S,66.8407,0.0322,2018yCat.1345....0G,10.14,0.03,2000A&A...355L..27H,9.2651,4.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,9.4,,2003AJ....125..984M
G 170-62,266.5193803733081,24.6513670794454,,GJ  4026,,,M4V,2014AJ....147...20N,66.7587,0.0467,2018yCat.1345....0G,12.67,,1995GCTP..C......0V,11.5457,0.001,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.362,0.04,2012yCat.1322....0Z
L  356-105,336.2711454863926,-47.87968618409111,,GJ  9780,,,M3.5,2004AJ....128..463R,66.7016,0.1018,2018yCat.1345....0G,12.524,0.01,2012yCat.1322....0Z,11.2025,0.002,2018yCat.1345....0G,9.82,,2004AJ....128..463R,12.193,0.03,2012yCat.1322....0Z
G  15-2,225.3337823181829,5.5487608913643,,GJ  3885,,,M3.0Ve,2013AJ....145..102L,66.687,0.0559,2018yCat.1345....0G,12.265,0.02,2012yCat.1322....0Z,11.0648,0.0014,2018yCat.1345....0G,,,,11.911,0.07,2012yCat.1322....0Z
LP  779-10,90.5942341204562,-20.3289274568581,,GJ  3382,,,M3.5,,66.5151,0.0381,2018yCat.1345....0G,13.289,0.02,2012yCat.1322....0Z,12.0255,3.0E-4,2018yCat.1345....0G,,,,12.954,0.07,2012yCat.1322....0Z
L  404-10,214.3578482482421,-40.3042568423055,,,,,M3,2014MNRAS.443.2561G,66.4283,0.0453,2018yCat.1345....0G,12.388,0.02,2012yCat.1322....0Z,11.2712,0.0015,2018yCat.1345....0G,,,,11.976,0.07,2012yCat.1322....0Z
V* GT Peg,342.9730631421832,31.7542209909056,,"GJ  9799,GJ   875.1",HIP 112909,,M3.5V,2013AJ....145..102L,66.417,0.0672,2018yCat.1345....0G,11.66,,2002yCat.2237....0D,10.485,0.001,2018yCat.1345....0G,10.5,,2003AJ....125..984M,11.281,0.03,2012yCat.1322....0Z
BD+02  1729,114.8459946360458,2.183665964552,,GJ   281,HIP  37288,,M0.0Ve,2013AJ....145..102L,66.4106,0.0543,2018yCat.1345....0G,9.589,,2010MNRAS.403.1949K,8.8936,6.0E-4,2018yCat.1345....0G,7.777,,2010MNRAS.403.1949K,8.683,,2010MNRAS.403.1949K
Wolf 1457,84.0003266418994,-7.6495644285871,,GJ  3357,,,M4,2004AJ....128..463R,66.3041,0.0564,2018yCat.1345....0G,12.8,,2004AJ....128..463R,11.4747,0.0012,2018yCat.1345....0G,,,,12.433,0.07,2012yCat.1322....0Z
UCAC3 167-4762,25.9943283954981,-6.9137445559037,,,,,M3,2014MNRAS.443.2561G,66.224,0.0695,2018yCat.1345....0G,12.57,0.02,2012yCat.1322....0Z,11.4565,0.0011,2018yCat.1345....0G,10.08,0.05,2005yCat.2263....0T,12.263,0.05,2012yCat.1322....0Z
G 139-27,259.170754135972,8.0583900170499,,GJ  2128,HIP  84521,,M2.5Ve,2013AJ....145..102L,66.1437,0.0402,2018yCat.1345....0G,11.529,,2010MNRAS.403.1949K,10.4704,4.0E-4,2018yCat.1345....0G,9.219,,2010MNRAS.403.1949K,10.48,,2010MNRAS.403.1949K
G 138-43,249.0235405397593,8.813683251841,,GJ  1204,,,M4V,2014AJ....147...20N,66.083,0.0551,2018yCat.1345....0G,13.815,0.04,2012yCat.1322....0Z,12.4024,4.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.48,0.09,2012yCat.1322....0Z
L  229-91,62.31528537364667,-53.37369158103028,,GJ   163,HIP  19394,,M3.5,2010MNRAS.403.1949K,66.0714,0.0314,2018yCat.1345....0G,11.811,,2010MNRAS.403.1949K,10.6771,8.0E-4,2018yCat.1345....0G,9.32,,2010MNRAS.403.1949K,10.734,,2010MNRAS.403.1949K
1RXS J153250.6-541037,233.2095118201316,-54.1743014623387,,,,,M4,2006AJ....132..866R,65.9541,0.0521,2018yCat.1345....0G,,,,11.6087,0.001,2018yCat.1345....0G,,,,,,
L  440-30,34.79198410364708,-36.77810557588167,,GJ  1046,HIP  10812,,M2.5+V,2006AJ....132..161G,65.8012,0.1222,2018yCat.1345....0G,11.595,,2010MNRAS.403.1949K,10.5289,5.0E-4,2018yCat.1345....0G,9.211,,2010MNRAS.403.1949K,10.527,,2010MNRAS.403.1949K
L  675-81,130.24668984208333,-23.45627740272611,,GJ   317,,,M3.5V,2014AJ....148...91L,65.7744,0.0557,2018yCat.1345....0G,11.975,0.04,2012yCat.1322....0Z,10.7539,8.0E-4,2018yCat.1345....0G,9.37,,2014AJ....148...91L,11.637,0.06,2012yCat.1322....0Z
HD 229793,282.9632650636328,16.5832819065364,HD 229793,GJ   731,HIP  92573,,M0V,1986AJ.....92..139S,65.7639,0.0459,2018yCat.1345....0G,10.104,,2010MNRAS.403.1949K,9.3796,6.0E-4,2018yCat.1345....0G,8.23,,2010MNRAS.403.1949K,9.174,,2010MNRAS.403.1949K
Wolf 1108,293.729262995246,53.2565589643243,,GJ  4117,,,M2.5Ve,2013AJ....145..102L,65.7479,0.0324,2018yCat.1345....0G,12.14,0.19,2000A&A...355L..27H,11.1525,7.0E-4,2018yCat.1345....0G,11.3,,2003AJ....125..984M,11.795,0.06,2012yCat.1322....0Z
L  182-44,98.4582157057398,-58.5284581638769,,GJ   238,HIP  31300,,M2.5,2010MNRAS.403.1949K,65.6992,0.0306,2018yCat.1345....0G,11.57,0.02,2012yCat.1322....0Z,10.5294,5.0E-4,2018yCat.1345....0G,9.22,,2010MNRAS.403.1949K,11.22,0.03,2012yCat.1322....0Z
G 272-118,28.5331856808797,-15.6061914074758,,,,,M4.0V,2015A&A...577A.128A,65.5924,0.0889,2018yCat.1345....0G,14.414,0.05,2012yCat.1322....0Z,12.8921,9.0E-4,2018yCat.1345....0G,11.44,,2004AJ....128..463R,13.13,,2004AJ....128..463R
LP  491-51,165.8385745108696,13.6325065835101,,,,,M3.0V,2009ApJ...699..649S,65.5909,0.0977,2018yCat.1345....0G,12.991,0.04,2012yCat.1322....0Z,11.6727,0.0012,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.635,0.09,2012yCat.1322....0Z
G  77-29,47.9028769799952,-4.2769264290278,,,,,M3.0,2005A&A...442..211S,65.4859,0.0816,2018yCat.1345....0G,13.38,,2008MNRAS.389..585C,12.1317,4.0E-4,2018yCat.1345....0G,10.71,,2008MNRAS.389..585C,12.21,,2008MNRAS.389..585C
G 159-46,33.2275939837707,0.0046823297348,,GJ  3142,,,M4V,1995AJ....110.1838R,65.4462,0.0658,2018yCat.1345....0G,13.58,0.03,2014AJ....147...85R,12.1125,0.0013,2018yCat.1345....0G,10.66,0.02,2014AJ....147...85R,12.31,0.03,2014AJ....147...85R
V* RY Sex,159.0050700501769,5.120221485214,,GJ   398,,,M4V,2014AJ....147...20N,65.3811,0.0915,2018yCat.1345....0G,12.636,0.012,1992AJ....104..340L,11.3646,0.001,2018yCat.1345....0G,9.922,0.012,1992AJ....104..340L,11.451,0.012,1992AJ....104..340L
LP  892-51,82.7680339696225,-30.1957524497812,,GJ  3350,,,M3.5,,65.2971,0.0351,2018yCat.1345....0G,13.1,0.04,2012yCat.1322....0Z,11.8489,4.0E-4,2018yCat.1345....0G,10.44,,2008MNRAS.389..585C,12.735,0.05,2012yCat.1322....0Z
LP  905-56,161.319551514986,-30.807490221154602,,,HIP  52596,,M1.5V,2006AJ....132..161G,65.2666,0.0477,2018yCat.1345....0G,11.217,,2010MNRAS.403.1949K,10.2796,9.0E-4,2018yCat.1345....0G,9.025,,2010MNRAS.403.1949K,10.208,,2010MNRAS.403.1949K
L  396-10,174.6039920843723,-41.3756985207433,,GJ  1147,,,M3.5,1985ApJS...59..197B,65.2641,0.0558,2018yCat.1345....0G,13.711,0.02,2012yCat.1322....0Z,12.3642,5.0E-4,2018yCat.1345....0G,,,,13.412,0.11,2012yCat.1322....0Z
L  541-21,178.3017716029832,-31.3989199437894,,GJ  3692,,,M4,1985ApJS...59..197B,65.2099,0.0571,2018yCat.1345....0G,13.61,,,12.2854,5.0E-4,2018yCat.1345....0G,,,,,,
WT 426,202.7559559936943,-45.5859862089887,,,,,M3.5V,2011ApJS..197...19K,65.1986,0.0551,2018yCat.1345....0G,,,,12.2561,5.0E-4,2018yCat.1345....0G,,,,,,
LP  456-27,113.0325848309167,-36.1227947401493,,,,,M3,1985ApJS...59..197B,65.1889,0.0317,2018yCat.1345....0G,13.9,,,11.8457,4.0E-4,2018yCat.1345....0G,,,,,,
G 138-40,248.2201702699798,9.8405466137431,,GJ  3960,,,M3.5Ve,2013AJ....145..102L,65.0471,0.0652,2018yCat.1345....0G,13.069,0.01,2012yCat.1322....0Z,11.8061,6.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.666,0.06,2012yCat.1322....0Z
CD-27  9225,201.4535282104162,-28.3739868746954,,GJ   510,HIP  65520,,M1,2010MNRAS.403.1949K,64.9851,0.0534,2018yCat.1345....0G,11.015,,2010MNRAS.403.1949K,10.1086,0.0015,2018yCat.1345....0G,8.871,,2010MNRAS.403.1949K,10.019,,2010MNRAS.403.1949K
LP  356-106,52.2065252401635,26.4867601188948,,GJ  3227,,WDS J03280+2631C,M4V,2014AJ....147...20N,64.9841,0.0582,2018yCat.1345....0G,13.424,0.04,2012yCat.1322....0Z,12.1535,5.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.043,0.11,2012yCat.1322....0Z
UCAC3 112-499622,356.6593177185489,-34.1671022969636,,,,,M3,2014MNRAS.443.2561G,64.9756,0.0582,2018yCat.1345....0G,12.55,0.02,2012yCat.1322....0Z,11.4876,0.001,2018yCat.1345....0G,10.11,0.02,2005yCat.2263....0T,12.287,0.05,2012yCat.1322....0Z
G 241-45,346.8746582452074,68.6680981582415,,GJ  4312,,,M3.0Ve,2013AJ....145..102L,64.9753,0.0383,2018yCat.1345....0G,12.45,,,11.3514,7.0E-4,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.4,,2003AJ....125..984M
2MASS J04241156-2356365,66.048193421984,-23.9434061110171,,,,,M2.5,2006AJ....132..866R,64.9699,0.0598,2018yCat.1345....0G,12.121,,,10.9767,0.0015,2018yCat.1345....0G,,,,,,
LTT  5605,214.1980208455542,-44.889154345384,,,,,M3e,2014MNRAS.443.2561G,64.9405,0.1123,2018yCat.1345....0G,12.238,0.025,2014AJ....148...81M,11.072,0.0011,2018yCat.1345....0G,9.7,0.03,2005yCat.2263....0T,11.9,0.04,2012yCat.1322....0Z
LP  770-20,36.8772092566509,-19.1279884193668,,,,,M3.5,2007AJ....133.2825R,64.8667,0.9623,2018yCat.1345....0G,12.86,,,12.034,6.0E-4,2018yCat.1345....0G,,,,12.29,,2007AJ....133.2825R
G 149-70,199.1368405433693,27.8749434652542,,GJ  1169,,,M4V,2014AJ....147...20N,64.8326,0.0507,2018yCat.1345....0G,13.021,0.01,2012yCat.1322....0Z,12.055,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,12.884,0.05,2012yCat.1322....0Z
L  528-16,114.5403947511795,-31.2053080514013,,,,,M2.5,2004AJ....128..463R,64.783,0.032,2018yCat.1345....0G,11.848,0.05,2012yCat.1322....0Z,10.7892,5.0E-4,2018yCat.1345....0G,9.48,,2004AJ....128..463R,11.471,0.04,2012yCat.1322....0Z
UCAC3 237-310075,356.5586254202049,28.4344130806942,,,,,M3.5Ve,2013AJ....145..102L,64.7486,0.0684,2018yCat.1345....0G,12.96,0.03,2012yCat.1322....0Z,11.7679,5.0E-4,2018yCat.1345....0G,,,,12.605,0.07,2012yCat.1322....0Z
Ross  689,181.3736690352919,69.53961171791249,,GJ  3704,,,M4V,2014AJ....147...20N,64.6961,0.0331,2018yCat.1345....0G,13.129,0.05,2012yCat.1322....0Z,11.7355,5.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.787,0.04,2012yCat.1322....0Z
TYC 2187-512-1,320.5261740868254,22.9314275596602,,,,,M1.0Ve,2013AJ....145..102L,64.5938,0.0484,2018yCat.1345....0G,10.555,0.01,2012yCat.1322....0Z,9.7703,9.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,10.067,0.02,2012yCat.1322....0Z
LP   89-101,122.0757229976363,58.5192879105728,,GJ  3480,,,M0V,1986AJ.....92..139S,64.4123,0.0457,2018yCat.1345....0G,12.784,0.01,2012yCat.1322....0Z,11.5586,5.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.291,0.06,2012yCat.1322....0Z
L  355-62,328.688785578726,-46.9927338254445,,"GJ  9762,GJ   838.6",HIP 108159,,M3V,1974PhDT........10S,64.3588,0.0351,2018yCat.1345....0G,11.954,,2010MNRAS.403.1949K,10.9523,7.0E-4,2018yCat.1345....0G,9.657,,2010MNRAS.403.1949K,10.909,,2010MNRAS.403.1949K
L    2-77,326.6778632990522,-85.7179119805021,,,,,M3.5,2006AJ....132..866R,64.3297,0.0511,2018yCat.1345....0G,13.409,0.04,2012yCat.1322....0Z,11.9577,0.0022,2018yCat.1345....0G,,,,13.138,0.07,2012yCat.1322....0Z
G  23-19,299.5655849725296,2.0376771626014,,GJ  4129,,,M2.5Ve,2013AJ....145..102L,64.2331,0.0542,2018yCat.1345....0G,11.936,0.01,2012yCat.1322....0Z,10.9492,7.0E-4,2018yCat.1345....0G,9.4,,2003AJ....125..984M,11.577,0.06,2012yCat.1322....0Z
L  715-38,326.6896767565759,-21.296374824326,,,,,M4.0V,2015A&A...577A.128A,64.1944,0.0788,2018yCat.1345....0G,13.716,0.05,2012yCat.1322....0Z,12.2852,5.0E-4,2018yCat.1345....0G,,,,13.434,0.09,2012yCat.1322....0Z
G  55-35,159.9190179085861,-6.9237504634635,,GJ   399,HIP  52186,,M2.5,2010MNRAS.403.1949K,64.1884,0.0863,2018yCat.1345....0G,11.281,,2010MNRAS.403.1949K,10.2622,0.0012,2018yCat.1345....0G,8.961,,2010MNRAS.403.1949K,10.244,,2010MNRAS.403.1949K
G 112-27,113.5732757176314,0.9859076624463,,GJ  1099,,,M2.5Ve,2013AJ....145..102L,64.0879,0.0634,2018yCat.1345....0G,11.914,0.01,2012yCat.1322....0Z,10.8703,0.0011,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.457,0.02,2012yCat.1322....0Z
L   34-16,123.42744079806084,-76.13011280734777,,GJ  3492,,,M3,2014MNRAS.443.2561G,64.0731,0.0346,2018yCat.1345....0G,11.85,,,10.8002,6.0E-4,2018yCat.1345....0G,,,,11.492,0.02,2012yCat.1322....0Z
UCAC2  20305838,71.8464195508002,-27.8432287903948,,,,,M2Ve,2006A&A...460..695T,64.0607,0.0689,2018yCat.1345....0G,11.7,,2006A&A...460..695T,10.4516,0.001,2018yCat.1345....0G,,,,,,
LP  739-36,213.943145242048,-13.4926174114384,,,,,M3,2014MNRAS.443.2561G,64.0429,0.0449,2018yCat.1345....0G,12.635,0.01,2012yCat.1322....0Z,11.5465,6.0E-4,2018yCat.1345....0G,,,,12.242,0.07,2012yCat.1322....0Z
LP  739-3,209.5816115345094,-13.2736148137075,,,,,M4.0V,2015A&A...577A.128A,63.9176,0.0977,2018yCat.1345....0G,13.986,0.03,2012yCat.1322....0Z,12.5464,8.0E-4,2018yCat.1345....0G,11.08,,2008MNRAS.389..585C,12.71,,2008MNRAS.389..585C
UCAC3 184-100907,139.042422792365,1.8857873219012,,,,,M4.0V,2013AJ....145..102L,63.9053,0.0669,2018yCat.1345....0G,13.03,0.03,2012yCat.1322....0Z,11.6989,0.0015,2018yCat.1345....0G,,,,12.623,0.09,2012yCat.1322....0Z
CD-28  1745,71.8445042646505,-27.8414754949961,,,,,M0V,2006A&A...460..695T,63.8232,0.0231,2018yCat.1345....0G,10.07,0.03,2000A&A...355L..27H,9.2505,6.0E-4,2018yCat.1345....0G,,,,9.844,0.03,2012yCat.1322....0Z
G 267-11,359.9640611720365,-34.1117835021287,,GJ  4387,,,M4,2014MNRAS.443.2561G,63.6455,0.0914,2018yCat.1345....0G,12.2,,,11.5009,0.001,2018yCat.1345....0G,10.07,0.35,2008AJ....136..735L,12.495,0.08,2012yCat.1322....0Z
V* V371 Ori,83.4366654228349,1.9454048703037001,,"GJ   207.1,GJ  9183",HIP  26081,,M3.0V,2013AJ....145..102L,63.599,0.0889,2018yCat.1345....0G,11.499,0.04,2012yCat.1322....0Z,10.3762,7.0E-4,2018yCat.1345....0G,9.072,,2010MNRAS.403.1949K,10.382,,2010MNRAS.403.1949K
CD-43 11010,250.3677683508554,-43.9864620904127,,GJ   634,,,M3,1985ApJS...59..197B,63.5054,0.0638,2018yCat.1345....0G,12.73,,,10.6411,6.0E-4,2018yCat.1345....0G,,,,11.199,0.02,2012yCat.1322....0Z
L   74-113,252.1019553894063,-72.9760869751086,,GJ   637,HIP  82256,,M2,2014MNRAS.443.2561G,63.4448,0.029,2018yCat.1345....0G,11.326,,2010MNRAS.403.1949K,10.4383,8.0E-4,2018yCat.1345....0G,9.242,,2010MNRAS.403.1949K,10.341,,2010MNRAS.403.1949K
G 258-2,255.4411070055236,74.1975696185793,,,,,M3.5V,2015A&A...577A.128A,63.4099,0.0287,2018yCat.1345....0G,13.491,0.02,2012yCat.1322....0Z,12.3594,4.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.276,0.07,2012yCat.1322....0Z
G 138-64,251.5572604679936,16.4779971251963,,GJ  3972,HIP  82099,,M3.0Ve,2013AJ....145..102L,63.4066,0.0355,2018yCat.1345....0G,11.649,,2010MNRAS.403.1949K,10.5874,4.0E-4,2018yCat.1345....0G,9.272,,2010MNRAS.403.1949K,10.595,,2010MNRAS.403.1949K
BD+76  3952,146.7020258344277,76.0439173253895,,GJ   366,HIP  47981,,M1.5Ve,2013AJ....145..102L,63.3142,0.0302,2018yCat.1345....0G,10.764,,2012yCat.1322....0Z,9.7846,7.0E-4,2018yCat.1345....0G,8.59,,2004AJ....128..463R,9.7,,2004AJ....128..463R
G 180-18,239.5783246161998,35.4067440094469,,GJ  3929,,,M3.5Ve,2013AJ....145..102L,63.224,0.038,2018yCat.1345....0G,12.68,0.02,2012yCat.1322....0Z,11.5109,7.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.421,0.06,2012yCat.1322....0Z
BD+23  2359,172.9308030361219,22.6671396832185,,"GJ  9365,GJ   430.1",HIP  56238,,M2V,1986AJ.....92..139S,63.191,0.0507,2018yCat.1345....0G,10.27,,2010MNRAS.403.1949K,9.4666,0.001,2018yCat.1345....0G,8.285,,2010MNRAS.403.1949K,9.326,,2010MNRAS.403.1949K
LP  776-25,73.1017280030436,-16.8227575709279,,,,,M3.3V,2009ApJ...699..649S,63.1601,0.0504,2018yCat.1345....0G,11.639,0.05,2012yCat.1322....0Z,10.4331,6.0E-4,2018yCat.1345....0G,9.1,,2008MNRAS.389..585C,11.237,0.02,2012yCat.1322....0Z
L  326-61,185.75597202474165,-46.6190089711625,,GJ  1157,,,M3.5:,1985ApJS...59..197B,63.1262,0.0718,2018yCat.1345....0G,13.62,,,12.1693,4.0E-4,2018yCat.1345....0G,,,,13.273,0.07,2012yCat.1322....0Z
UCAC4 121-169621,336.095623848655,-65.9766987735521,,,,,M3,2014MNRAS.443.2561G,63.1076,0.0478,2018yCat.1345....0G,12.64,0.02,2012yCat.1322....0Z,11.4848,9.0E-4,2018yCat.1345....0G,,,,12.278,0.04,2012yCat.1322....0Z
PM J01033-1347,15.8384379439256,-13.7995800462562,,,,WDS J01034-1348A,M3,2014MNRAS.443.2561G,63.0512,0.0968,2018yCat.1345....0G,11.738,0.01,2012yCat.1322....0Z,10.6206,9.0E-4,2018yCat.1345....0G,,,,11.41,0.03,2012yCat.1322....0Z
G  21-7,274.0757504278181,1.5242662535701,,"GJ  9621,GJ   708.3",,,M3V,2014AJ....147...20N,63.0004,0.0617,2018yCat.1345....0G,12.517,0.04,2012yCat.1322....0Z,11.4502,8.0E-4,2018yCat.1345....0G,,,,12.167,0.08,2012yCat.1322....0Z
V* V484 Tau,67.5998424,17.499737800000002,,GJ  3294,,,M3.5,,63.0,26.0,1991NSC3..C......0G,14.52,0.02,2012yCat.1322....0Z,13.3385,0.0025,2018yCat.1345....0G,,,,14.36,0.05,2012yCat.1322....0Z
G 170-36,260.4775880826493,21.4298194810897,,GJ  4003,,,M4,,62.9986,0.0995,2018yCat.1345....0G,13.889,0.04,2012yCat.1322....0Z,12.4594,6.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.477,0.06,2012yCat.1322....0Z
BD-02  3000,148.299102695801,-3.6901250256453,,GJ   372,HIP  48477,,M2V,1986AJ.....92..139S,62.9785,0.0849,2018yCat.1345....0G,10.521,,2010MNRAS.403.1949K,9.5473,8.0E-4,2018yCat.1345....0G,8.264,,2010MNRAS.403.1949K,9.497,,2010MNRAS.403.1949K
CD-30 11219,212.7394193773572,-31.2903270829123,,,HIP  69285,,M2V,2006AJ....132..161G,62.8839,0.0492,2018yCat.1345....0G,10.825,,2010MNRAS.403.1949K,9.9231,0.0015,2018yCat.1345....0G,8.728,,2010MNRAS.403.1949K,9.848,,2010MNRAS.403.1949K
L   31-84,79.2488207974169,-78.2889720263634,,GJ  1077,,,M3V,1983SAAOC...7..106W,62.8435,0.0376,2018yCat.1345....0G,11.91,,,10.77,5.0E-4,2018yCat.1345....0G,9.42,,2011AJ....141..117J,11.551,0.04,2012yCat.1322....0Z
LP  831-45,48.5756782353603,-23.1582639668664,,,,,M3.5,2013A&A...556A..15R,62.8217,0.0702,2018yCat.1345....0G,12.525,0.08,2012yCat.1322....0Z,11.3115,0.0017,2018yCat.1345....0G,9.91,,2008MNRAS.389..585C,12.297,0.05,2012yCat.1322....0Z
G 221-28,62.0467037514975,74.3836657938664,,,,,M3.5V,2015A&A...577A.128A,62.8041,0.0442,2018yCat.1345....0G,,,,12.06,4.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,13.2,,2003AJ....125..984M
Wolf 1014,333.1497682477591,8.5532220686692,,GJ  9773,HIP 109638,,M3.0Ve,2013AJ....145..102L,62.781,0.0986,2018yCat.1345....0G,11.982,,2010MNRAS.403.1949K,10.9047,0.001,2018yCat.1345....0G,9.581,,2010MNRAS.403.1949K,10.913,,2010MNRAS.403.1949K
G 221-22,57.1592540457674,73.5431074120612,,GJ  3248,,,M1V,1986AJ.....92..139S,62.705,0.0283,2018yCat.1345....0G,11.03,0.07,2000A&A...355L..27H,10.3952,5.0E-4,2018yCat.1345....0G,9.4,,2003AJ....125..984M,10.775,0.03,2012yCat.1322....0Z
HD 107596,185.4753084450491,42.133887453715,HD 107596,GJ   462,HIP  60303,,M0V,1962AJ.....67...37U,62.6959,0.0354,2018yCat.1345....0G,10.6,,1962AJ.....67...37U,8.7475,5.0E-4,2018yCat.1345....0G,7.8,,2003AJ....125..984M,8.5,,2003AJ....125..984M
UCAC4 399-010233,89.1694384911344,-10.3105040729918,,,,,M3.5V,2015A&A...577A.128A,62.6918,0.0498,2018yCat.1345....0G,13.272,0.02,2012yCat.1322....0Z,11.9555,6.0E-4,2018yCat.1345....0G,,,,12.858,0.08,2012yCat.1322....0Z
HD 275122,49.531168323771,38.2520656983588,HD 275122,GJ   134,HIP  15366,,M1.5Ve,2013AJ....145..102L,62.5647,0.072,2018yCat.1345....0G,10.28,0.01,2012yCat.1322....0Z,9.4103,6.0E-4,2018yCat.1345....0G,8.2,,2004AJ....128..463R,9.821,0.01,2012yCat.1322....0Z
Wolf 1246,54.8738079372367,24.9673654811142,,GJ  3241,,,M3.5V,2013AJ....145..102L,62.5427,0.0792,2018yCat.1345....0G,12.871,0.06,2012yCat.1322....0Z,11.6006,0.0014,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.428,0.08,2012yCat.1322....0Z
G 152-50,236.85228666591374,-10.896463039520832,,GJ  3916,HIP  77349,,M2.5V,2006AJ....132..161G,62.5155,0.2773,2018yCat.1345....0G,11.279,,2010MNRAS.403.1949K,10.2077,4.0E-4,2018yCat.1345....0G,8.907,,2010MNRAS.403.1949K,10.213,,2010MNRAS.403.1949K
G 230-42,308.4179981245644,61.7537743387427,,GJ  1254,,,M4.0Ve,2013AJ....145..102L,62.4692,0.0418,2018yCat.1345....0G,12.51,,1995GCTP..C......0V,11.2078,0.0011,2018yCat.1345....0G,9.6,,2003AJ....125..984M,11.2,,2003AJ....125..984M
G 264-12,326.6676671648465,66.8029577051549,,,,,M4.0V,2015A&A...577A.128A,62.4358,0.0402,2018yCat.1345....0G,13.078,0.05,2012yCat.1322....0Z,11.7617,4.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.74,0.08,2012yCat.1322....0Z
G 193-81,119.5947269386056,49.664785504687,,,,,M4V,2014AJ....147...20N,62.3422,0.0655,2018yCat.1345....0G,,,,11.7653,6.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.1,,2003AJ....125..984M
G  96-10,74.0148023174789,43.2321245317648,,,,,M4.0V,2015A&A...577A.128A,62.3395,0.0794,2018yCat.1345....0G,,,,12.2983,4.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.258,0.07,2012yCat.1322....0Z
LP   37-57,150.5241494187999,69.7581194721489,,,,,M4.0V,2015A&A...577A.128A,62.233,0.0472,2018yCat.1345....0G,14.341,0.03,2012yCat.1322....0Z,12.8515,8.0E-4,2018yCat.1345....0G,11.0,,2003AJ....125..984M,14.107,0.12,2012yCat.1322....0Z
G 140-19,268.5713501522386,7.3791122761556,,GJ  1222,,,M4V,2014AJ....147...20N,62.2155,0.0639,2018yCat.1345....0G,13.204,0.1,2012yCat.1322....0Z,11.8187,9.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,12.863,0.09,2012yCat.1322....0Z
CD-25 15988,338.50198812499997,-25.24242338888889,,,HIP 111391,,M2+Vk,2006AJ....132..161G,62.2,3.07,2007A&A...474..653V,11.256,,2010MNRAS.403.1949K,10.2636,0.001,2018yCat.1345....0G,8.977,,2010MNRAS.403.1949K,10.226,,2010MNRAS.403.1949K
Wolf  896,314.1941543330863,-10.4485414480835,,"GJ  9711,GJ   811.1",HIP 103388,,M2.5,2010MNRAS.403.1949K,62.1155,0.0721,2018yCat.1345....0G,11.487,,2010MNRAS.403.1949K,10.4085,6.0E-4,2018yCat.1345....0G,9.106,,2010MNRAS.403.1949K,10.428,,2010MNRAS.403.1949K
