recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
1936,65754,6719,228,3.8,0.14,,,1847,1822,1753,1413,2239,68,1101,2954,94,1652,1.6,1.59,1.55,1.4,1.7,68,1.3,1.9,95,1.67,202.19096,50.71857
1968,66634,8515,290,4.19,0.14,,,683,698,698,611,812,68,501,944,95,541,2.08,2.07,2.03,1.9,2.2,68,1.7,2.4,95,1.86,204.87686,52.92121
1931,65678,7600,258,3.88,0.14,,,794,954,1044,720,1387,68,205,1728,95,1081,1.62,1.61,1.58,1.5,1.7,68,1.4,1.9,95,1.87,201.99845,52.74559
1986,67231,11234,382,4.15,0.14,49,0,108,134,202,87,265,68,21,290,95,207,2.66,2.65,2.62,2.5,2.8,68,2.4,2.9,95,2.76,206.64857,54.43268
1952,66198,10536,358,4.22,0.14,144,0,110,137,202,80,310,68,19,345,95,201,2.4,2.39,2.36,2.3,2.5,68,2.2,2.6,95,2.45,203.53044,55.34844
1919,65378,9676,329,4.15,0.14,28,0,141,169,262,97,398,68,24,473,95,365,2.12,2.11,2.08,2.0,2.2,68,1.9,2.3,95,2.24,200.98142,54.92535
1925,65477,8221,280,4.25,0.14,,,677,757,783,625,989,68,274,1189,95,444,1.85,1.83,1.77,1.7,2.0,68,1.6,2.1,95,1.73,201.30641,54.98796
1803,61734,6685,227,4.08,0.14,,,1290,1587,1911,891,3073,68,200,5012,95,2047,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.41,189.80305,56.00394
1715,59774,9757,332,4.08,0.14,210,0,127,152,234,87,377,68,22,447,95,407,2.14,2.14,2.11,2.0,2.2,68,2.0,2.3,95,2.34,183.8565,57.03262
1833,62956,9644,328,3.71,0.14,30,0,296,358,416,266,501,68,87,579,95,394,2.22,2.21,2.17,2.1,2.3,68,2.0,2.5,95,2.81,193.50729,55.95982
1854,63503,6908,235,4.26,0.14,,,785,1000,1392,487,2239,68,94,3350,95,836,1.34,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.39,195.18208,56.36634
1836,63034,6824,232,4.14,0.14,,,1763,1714,1655,1259,2239,68,966,3175,94,1693,1.64,1.63,1.63,1.4,1.8,68,1.3,2.0,95,1.41,193.7483,58.16031
1825,62402,8017,273,4.21,0.14,,,796,860,879,750,1035,68,434,1189,95,653,1.83,1.82,1.77,1.7,1.9,68,1.6,2.1,95,1.7,191.82896,62.78115
1766,60978,7856,267,3.81,0.14,,,892,945,958,796,1168,68,487,1454,95,902,1.79,1.78,1.75,1.6,1.9,68,1.5,2.1,95,2.03,187.48886,58.40575
2138,72508,6786,231,4.25,0.14,,,944,1167,1608,596,2585,68,126,4217,95,1193,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.35,222.38493,51.3745
2256,76384,7216,245,4.2,0.14,,,1303,1315,1314,1121,1558,68,917,1884,95,998,1.73,1.71,1.66,1.5,1.9,68,1.4,2.1,95,1.49,234.0174,52.06981
2219,75043,8503,289,3.93,0.14,,,667,696,698,619,807,68,447,917,95,725,2.03,2.02,1.97,1.8,2.2,68,1.7,2.4,95,2.1,230.02146,51.95852
2279,76957,11276,383,4.06,0.14,69,0,170,204,234,156,288,68,52,316,95,240,2.77,2.76,2.7,2.6,2.9,68,2.4,3.1,95,2.88,235.7115,52.3609
2325,78180,7439,253,4.04,0.14,,,643,810,1044,487,1527,68,100,1995,95,1211,1.53,1.53,1.52,1.4,1.6,68,1.3,1.7,95,1.67,239.44767,54.74976
2255,76376,10107,344,4.18,0.14,195,0,126,158,234,91,357,68,22,410,95,287,2.26,2.25,2.22,2.1,2.3,68,2.1,2.5,95,2.35,233.98766,54.63057
2181,74094,7319,249,4.08,0.14,,,657,822,1106,460,1631,68,94,2304,95,1257,1.48,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.6,227.1384,53.26242
2176,73956,6691,228,4.33,0.14,,,1181,1463,1857,772,2985,68,168,4870,95,363,1.29,1.29,1.27,1.2,1.4,68,1.1,1.4,95,1.32,226.71288,53.31587
2238,75788,9002,306,4.07,0.14,55,0,148,174,255,93,452,68,25,579,95,561,1.91,1.91,1.89,1.8,2.0,68,1.8,2.1,95,2.11,232.23676,55.19494
2288,77110,6777,230,4.29,0.14,,,1206,1192,1172,1039,1432,61,835,1754,94,803,1.95,1.96,1.91,1.8,2.1,68,1.7,2.2,93,1.35,236.17513,58.43365
2097,71109,6156,209,3.87,0.14,,,3267,3190,2778,2425,4658,65,1819,6177,95,3130,1.35,1.37,1.21,1.2,1.5,68,1.1,1.6,95,1.38,218.12849,49.1841
2117,71828,6590,224,4.02,0.14,,,1326,1601,2024,772,4217,68,178,6879,95,2240,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.43,220.39826,51.39743
2108,71548,6469,220,3.91,0.14,,,2244,2555,2623,1651,5001,68,487,7286,95,2311,1.23,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.49,219.50297,51.57836
2109,71602,6567,223,4.21,0.14,,,1181,1496,2024,713,3542,68,154,5623,95,2107,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.29,219.65621,54.85322
2051,69650,9446,321,4.3,0.14,166,0,134,159,241,88,404,68,22,487,95,151,2.04,2.04,2.03,2.0,2.1,68,1.9,2.2,95,2.04,213.82082,52.53593
2218,75037,6621,225,4.0,0.14,,,1608,1907,2083,1122,3652,68,290,5957,95,2171,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.45,229.99842,60.33968
2122,71876,6673,227,4.25,0.14,,,2086,2060,2024,1590,2582,68,1259,4340,95,1499,1.46,1.45,1.44,1.3,1.6,68,1.2,1.7,95,1.32,220.51354,61.26192
2180,74037,6583,224,3.65,0.14,,,1492,1816,2144,1000,3868,68,230,6131,95,2063,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.64,226.959,63.1171
2520,84183,8261,281,4.46,0.14,,,346,435,640,275,861,68,61,972,95,16,1.75,1.74,1.72,1.7,1.8,68,1.6,1.9,95,1.87,258.13575,62.87434
2478,82898,7002,238,4.34,0.14,,,1477,1548,1518,1274,1942,68,772,2585,95,30,1.53,1.52,1.46,1.4,1.6,68,1.3,1.8,95,1.41,254.10528,65.03912
2578,86201,6534,222,4.19,0.14,,,2588,2497,2337,1680,3254,65,1418,5400,94,2302,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.29,264.23789,68.75797
2294,77277,9192,313,4.04,0.14,101,0,351,429,508,327,607,68,100,668,95,532,2.08,2.07,2.03,1.9,2.2,68,1.9,2.4,95,2.2,236.66669,62.59956
2234,75678,8564,291,4.29,0.14,,,252,310,466,183,688,68,42,818,95,269,1.81,1.81,1.77,1.7,1.9,68,1.7,2.0,95,1.8,231.91998,62.27568
2345,78893,11765,400,4.12,0.14,268,0,146,176,202,138,238,68,47,259,95,186,2.96,2.94,2.9,2.8,3.1,68,2.7,3.3,95,2.98,241.58198,67.81013
2591,86614,6469,220,3.91,0.14,,,1643,2009,2476,1090,4870,68,230,6879,95,2326,1.19,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.48,265.48481,72.14885
2477,82880,7483,254,3.63,0.14,,,1056,1135,1138,972,1413,68,531,1778,95,869,1.67,1.66,1.6,1.5,1.8,68,1.4,2.0,95,2.15,254.06973,73.12787
2495,83317,7219,245,4.08,0.14,,,598,760,1172,447,1585,68,92,1939,95,1333,1.47,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.57,255.41714,75.2975
1994,67548,9130,310,4.27,0.14,77,0,180,218,330,130,516,68,31,596,95,259,1.97,1.96,1.94,1.9,2.0,68,1.8,2.2,95,1.97,207.6156,58.53946
1934,65728,10388,353,4.22,0.14,143,0,319,331,330,297,380,68,225,433,95,217,2.69,2.67,2.62,2.4,2.9,68,2.3,3.1,95,2.4,202.11286,59.94579
1975,66798,9347,318,4.18,0.14,135,0,234,292,428,193,540,68,46,596,95,389,2.07,2.05,2.03,1.9,2.1,68,1.9,2.3,95,2.11,205.37455,64.82241
1930,65613,6818,232,4.14,0.14,,,992,1231,1608,660,2616,68,137,4097,95,1711,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.41,201.79393,64.71953
1929,65603,6818,232,4.14,0.14,,,1697,1792,1753,1397,2396,68,708,4217,95,1711,1.44,1.43,1.41,1.3,1.5,68,1.2,1.7,95,1.41,201.76921,64.73552
2093,70952,6592,224,4.37,0.14,,,1443,1756,2144,939,3955,68,211,6131,95,38,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.29,217.69196,63.18579
2039,69275,6805,231,4.31,0.14,,,1673,1793,1804,1403,2415,68,649,4097,95,377,1.43,1.42,1.38,1.3,1.5,68,1.2,1.7,95,1.36,212.72104,62.52221
2029,68756,10219,347,3.78,0.14,18,0,286,285,303,243,328,68,213,380,95,341,3.24,3.26,3.24,3.0,3.5,68,2.8,3.7,95,2.91,211.09729,64.37585
1858,63584,6655,226,4.24,0.14,,,1311,1631,1967,790,3839,68,183,6494,95,1629,1.25,1.25,1.24,1.1,1.4,68,1.1,1.4,95,1.31,195.44553,63.61022
1890,64527,9112,310,4.31,0.14,118,0,217,268,404,166,566,68,38,631,95,145,1.98,1.97,1.94,1.9,2.0,68,1.8,2.2,95,1.94,198.38325,72.79909
1731,60044,9368,319,3.1,0.14,,,333,394,453,274,646,68,82,841,95,198,2.09,2.08,2.03,1.9,2.2,68,1.8,2.5,95,3.86,184.70827,75.16056
2376,79822,6858,233,4.15,0.14,,,1061,1312,1608,750,2585,68,158,4217,95,1626,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.42,244.3762,75.75533
2443,81854,6539,222,4.23,0.14,,,1624,1966,2271,1122,4340,68,251,6494,95,2108,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.27,250.77621,77.51397
2566,85822,9911,337,4.04,0.14,154,0,327,366,392,290,487,68,130,596,95,399,2.35,2.34,2.31,2.1,2.5,68,2.0,2.7,95,2.44,263.05415,86.58646
1721,59879,6488,221,4.24,0.14,,,2753,2797,2476,1867,4540,68,1155,6879,95,2223,1.29,1.28,1.21,1.1,1.4,68,1.1,1.6,95,1.25,184.2139,86.43582
1714,59767,7187,244,4.36,0.14,,,1322,1368,1353,1153,1651,68,841,2175,95,28,1.62,1.61,1.55,1.5,1.7,68,1.4,1.9,95,1.44,183.83445,87.70012
3079,103892,6387,217,3.9,0.14,,,2860,3111,2943,2106,5668,68,998,8926,95,2476,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.46,315.7626,1.53206
3066,103571,6398,218,3.88,0.14,,,2693,2597,2476,1823,3236,63,1540,5116,94,2441,1.42,1.42,1.46,1.2,1.6,68,1.1,1.7,95,1.48,314.77129,4.29461
3065,103569,6398,218,3.88,0.14,,,2789,2688,2476,1900,3243,58,1569,5385,94,2441,1.4,1.4,1.41,1.2,1.5,68,1.1,1.7,95,1.48,314.76865,4.29348
3097,104735,6552,223,4.21,0.14,,,2080,2023,2024,1494,2657,68,1189,4097,95,2168,1.57,1.57,1.52,1.4,1.7,68,1.2,1.9,95,1.29,318.24939,2.80264
3094,104481,6846,233,3.8,0.14,,,1210,1459,1655,841,2738,68,200,4870,95,1519,1.35,1.35,1.35,1.3,1.5,68,1.1,1.5,95,1.71,317.49279,2.94366
3045,102592,6648,226,4.11,0.14,,,2173,2287,2207,1479,4121,68,649,6879,95,2100,1.31,1.31,1.3,1.2,1.4,68,1.1,1.6,95,1.38,311.86785,6.81501
3069,103652,7503,255,3.94,0.14,,,1016,1112,1138,917,1413,68,434,1830,95,1173,1.65,1.64,1.58,1.5,1.8,68,1.4,1.9,95,1.77,315.0166,7.5162
3099,104767,7310,249,4.0,0.14,,,1241,1254,1241,1066,1486,68,866,1778,95,1312,1.75,1.76,1.69,1.6,1.9,68,1.4,2.1,95,1.66,318.36356,7.21802
3142,106157,5991,204,3.92,0.14,,,3739,3795,4664,3964,5793,45,2113,6494,95,4486,1.3,1.27,1.21,1.1,1.4,66,1.1,1.6,95,1.24,322.53518,12.27069
3005,101414,6782,231,3.85,0.14,,,1875,1939,1804,1471,2383,68,1090,4097,95,1667,1.48,1.47,1.44,1.3,1.6,68,1.2,1.8,95,1.64,308.28073,6.83029
3020,101800,9346,318,4.25,0.14,38,0,225,280,416,182,536,68,42,596,95,284,2.06,2.05,2.03,1.9,2.1,68,1.9,2.3,95,2.06,309.45466,11.37768
3006,101483,9355,318,4.38,0.14,61,0,309,380,466,281,567,68,79,631,95,12,2.12,2.1,2.05,2.0,2.2,68,1.9,2.4,95,2.02,308.48767,13.02726
3084,104057,6961,237,4.2,0.14,,,1558,1600,1562,1321,1968,68,944,2585,95,1225,1.55,1.53,1.49,1.4,1.7,68,1.3,1.8,95,1.42,316.21922,12.44482
3059,103298,9093,309,4.1,0.14,148,0,322,398,508,281,639,68,75,729,95,524,2.02,2.0,1.97,1.9,2.1,68,1.8,2.3,95,2.11,313.91072,12.56856
3100,104771,8621,293,5.18,0.14,210,0,269,335,494,205,688,68,47,794,95,,1.84,1.83,1.8,1.7,1.9,68,1.7,2.0,95,,318.36994,15.98239
3051,102805,6442,219,4.24,0.14,,,2170,2097,2024,1491,2869,68,1173,4429,94,2476,1.57,1.57,1.52,1.4,1.8,68,1.2,1.9,95,1.23,312.40736,12.54513
3034,102281,7226,246,3.71,0.14,,,945,1164,1277,853,1727,68,218,2113,95,1099,1.52,1.53,1.46,1.4,1.6,68,1.3,1.7,95,1.95,310.86472,15.07458
3067,103635,6922,235,4.41,0.14,,,983,1199,1475,631,2585,68,133,4467,95,35,1.35,1.35,1.35,1.3,1.5,68,1.1,1.6,95,1.37,314.96187,16.82434
3187,107558,7029,239,4.09,0.14,,,1063,1310,1475,917,2054,68,224,2661,95,1509,1.45,1.44,1.44,1.3,1.5,68,1.3,1.6,95,1.5,326.76983,17.19404
3220,108842,6973,237,4.22,0.14,,,1404,1544,1562,1241,2071,68,501,2818,95,1078,1.48,1.47,1.44,1.4,1.6,68,1.3,1.7,95,1.42,330.72935,15.78246
3233,109209,7064,240,3.74,0.14,,,1265,1424,1475,1029,2175,68,299,3548,95,1250,1.46,1.46,1.44,1.3,1.6,68,1.2,1.7,95,1.85,331.86914,19.47553
3195,107896,6306,214,3.69,0.14,,,1950,2512,3302,1334,6131,68,282,7943,95,2447,1.13,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.55,327.91732,19.30692
3200,108060,10078,343,4.25,0.14,30,0,352,357,360,319,410,68,270,450,95,206,2.85,2.83,2.81,2.6,3.1,68,2.4,3.3,95,2.28,328.40576,19.66844
3165,106787,7091,241,3.41,0.14,,,692,876,1277,502,1821,68,103,2304,95,922,1.43,1.43,1.44,1.4,1.5,68,1.3,1.6,95,2.18,324.43929,19.31861
3169,106897,7255,247,4.14,0.14,,,1242,1315,1314,1061,1694,68,579,2371,95,1209,1.59,1.58,1.52,1.4,1.7,68,1.3,1.9,95,1.54,324.75495,20.26545
3149,106395,6233,212,4.24,0.14,,,2961,2864,2778,2068,3985,67,1743,5793,95,3917,1.4,1.4,1.46,1.2,1.5,68,1.1,1.7,95,1.15,323.24302,20.71149
3151,106582,6224,212,3.85,0.14,,,3422,3364,2778,2458,4709,68,1939,6131,95,2640,1.31,1.29,1.21,1.1,1.4,68,1.1,1.6,95,1.47,323.79998,21.40411
3124,105652,7166,244,3.92,0.14,,,1352,1390,1353,1164,1683,68,866,2175,95,1394,1.62,1.61,1.55,1.5,1.7,68,1.4,1.9,95,1.69,320.99511,24.27414
